FECHA_CORTE;N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;QRESIDUOS_MUN;QRESIDUOS _VAL_INORGAN;PERIODO
20241212;2234;40126;SIERRA;AREQUIPA;AREQUIPA;YANAHUARA;26354;26354;0;8519.87;89.12;2020
20241212;2235;40127;SIERRA;AREQUIPA;AREQUIPA;YARABAMBA;1528;1485;43;325.52;0;2020
20241212;2236;40128;SIERRA;AREQUIPA;AREQUIPA;YURA;43033;42367;666;8615.63;21.665;2020
20241212;2237;40129;SIERRA;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;82642;82642;0;19391.36;89.99;2020
20241212;2238;40201;COSTA;AREQUIPA;CAMANA;CAMANA;12677;12674;3;3568.64;0;2020
20241212;2239;40202;COSTA;AREQUIPA;CAMANA;JOSE MARIA QUIMPER;4710;4701;9;1397.2;0;2020
20241212;2240;40203;COSTA;AREQUIPA;CAMANA;MARIANO NICOLAS VALCARCEL;8448;1111;7337;411.31;0;2020
20241212;2241;40204;COSTA;AREQUIPA;CAMANA;MARISCAL CACERES;6450;6021;429;1538.37;0;2020
20241212;2242;40205;COSTA;AREQUIPA;CAMANA;NICOLAS DE PIEROLA;7723;7604;119;1975.33;0;2020
20241212;2243;40206;COSTA;AREQUIPA;CAMANA;OCOÑA;4040;3446;594;1114.04;0;2020
20241212;2244;40207;COSTA;AREQUIPA;CAMANA;QUILCA;1072;197;875;51.18;0;2020
20241212;2245;40208;COSTA;AREQUIPA;CAMANA;SAMUEL PASTOR;16588;16170;418;5143.22;0;2020
20241212;2246;40301;SIERRA;AREQUIPA;CARAVELI;CARAVELI;4227;4042;185;442.6;0;2020
20241212;2247;40302;COSTA;AREQUIPA;CARAVELI;ACARI;5172;3489;1683;1273.49;0;2020
20241212;2248;40303;COSTA;AREQUIPA;CARAVELI;ATICO;5962;5087;875;477.45;0;2020
20241212;2249;40304;COSTA;AREQUIPA;CARAVELI;ATIQUIPA;475;94;381;22.48;0;2020
20241212;2250;40305;COSTA;AREQUIPA;CARAVELI;BELLA UNION;2978;2654;324;830.32;0;2020
20241212;2251;40306;SIERRA;AREQUIPA;CARAVELI;CAHUACHO;609;149;460;33.94;0;2020
20241212;2252;40307;COSTA;AREQUIPA;CARAVELI;CHALA;10368;9975;393;2340.56;0;2020
20241212;2253;40308;COSTA;AREQUIPA;CARAVELI;CHAPARRA;3613;2269;1344;485.08;0;2020
20241212;2254;40309;SIERRA;AREQUIPA;CARAVELI;HUANUHUANU;3199;75;3124;17.08;0;2020
20241212;2255;40310;SIERRA;AREQUIPA;CARAVELI;JAQUI;1576;1426;150;446.13;0;2020
20241212;2256;40311;COSTA;AREQUIPA;CARAVELI;LOMAS;1580;1488;92;279.32;0;2020
20241212;2257;40312;SIERRA;AREQUIPA;CARAVELI;QUICACHA;1902;875;1027;199.29;0;2020
20241212;2258;40313;COSTA;AREQUIPA;CARAVELI;YAUCA;2029;1665;364;286.5;0;2020
20241212;2259;40401;COSTA;AREQUIPA;CASTILLA;APLAO;8964;6942;2022;1773.68;0;2020
20241212;2260;40402;SIERRA;AREQUIPA;CASTILLA;ANDAGUA;1010;733;277;126.13;0;2020
20241212;2261;40403;SIERRA;AREQUIPA;CASTILLA;AYO;230;182;48;36.06;0;2020
20241212;2262;40404;SIERRA;AREQUIPA;CASTILLA;CHACHAS;1643;544;1099;123.9;0;2020
20241212;2263;40405;SIERRA;AREQUIPA;CASTILLA;CHILCAYMARCA;1034;643;391;146.45;0;2020
20241212;2264;40406;SIERRA;AREQUIPA;CASTILLA;CHOCO;666;254;412;57.85;0;2020
20241212;2265;40407;COSTA;AREQUIPA;CASTILLA;HUANCARQUI;1586;1329;257;318.77;0;2020
20241212;2266;40408;SIERRA;AREQUIPA;CASTILLA;MACHAGUAY;457;209;248;47.6;0;2020
20241212;2267;40409;SIERRA;AREQUIPA;CASTILLA;ORCOPAMPA;8557;7947;610;2817.78;0;2020
20241212;2268;40410;SIERRA;AREQUIPA;CASTILLA;PAMPACOLCA;1862;1273;589;245.6;0;2020
20241212;2269;40411;SIERRA;AREQUIPA;CASTILLA;TIPAN;429;123;306;28.01;0;2020
20241212;2270;40412;SIERRA;AREQUIPA;CASTILLA;UÑON;202;115;87;26.19;0;2020
20241212;2271;40413;COSTA;AREQUIPA;CASTILLA;URACA;6590;4152;2438;1078.59;0;2020
20241212;2272;40414;SIERRA;AREQUIPA;CASTILLA;VIRACO;1513;1038;475;297.68;0;2020
20241212;2273;40501;SIERRA;AREQUIPA;CAYLLOMA;CHIVAY;5889;5725;164;2597.11;0;2020
20241212;2274;40502;SIERRA;AREQUIPA;CAYLLOMA;ACHOMA;817;761;56;142.85;0;2020
20241212;2275;40503;SIERRA;AREQUIPA;CAYLLOMA;CABANACONDE;2094;1974;120;449.6;0;2020
20241212;2276;40504;SIERRA;AREQUIPA;CAYLLOMA;CALLALLI;1357;832;525;189.5;0;2020
20241212;2277;40505;SIERRA;AREQUIPA;CAYLLOMA;CAYLLOMA;3688;3306;382;1499.74;0;2020
20241212;2278;40506;SIERRA;AREQUIPA;CAYLLOMA;COPORAQUE;1126;762;364;173.55;0;2020
20241212;2279;40507;SIERRA;AREQUIPA;CAYLLOMA;HUAMBO;660;437;223;99.53;0;2020
20241212;2280;40508;SIERRA;AREQUIPA;CAYLLOMA;HUANCA;967;538;429;122.53;0;2020
20241212;2281;40509;SIERRA;AREQUIPA;CAYLLOMA;ICHUPAMPA;572;554;18;126.18;0;2020
20241212;2282;40510;SIERRA;AREQUIPA;CAYLLOMA;LARI;847;792;55;99.11;0;2020
20241212;2283;40511;SIERRA;AREQUIPA;CAYLLOMA;LLUTA;703;391;312;89.05;0;2020
20241212;2284;40512;SIERRA;AREQUIPA;CAYLLOMA;MACA;687;676;11;197.39;0;2020
20241212;2285;40513;SIERRA;AREQUIPA;CAYLLOMA;MADRIGAL;660;652;8;163.19;0;2020
20241212;2286;40514;SIERRA;AREQUIPA;CAYLLOMA;SAN ANTONIO DE CHUCA;878;401;477;87.9;0;2020
20241212;2287;40515;SIERRA;AREQUIPA;CAYLLOMA;SIBAYO;677;535;142;128.32;0;2020
20241212;2288;40516;SIERRA;AREQUIPA;CAYLLOMA;TAPAY;817;66;751;15.03;0;2020
20241212;2289;40517;SIERRA;AREQUIPA;CAYLLOMA;TISCO;1483;676;807;153.97;0;2020
20241212;2290;40518;SIERRA;AREQUIPA;CAYLLOMA;TUTI;598;501;97;114.11;0;2020
20241212;2291;40519;SIERRA;AREQUIPA;CAYLLOMA;YANQUE;2158;1777;381;389.53;0;2020
20241212;2292;40520;COSTA;AREQUIPA;CAYLLOMA;MAJES;70780;58186;12594;15169.92;52.1;2020
20241212;2293;40601;COSTA;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;3361;2822;539;733.09;0;2020
20241212;2294;40602;SIERRA;AREQUIPA;CONDESUYOS;ANDARAY;685;219;466;52.53;0;2020
20241212;2295;40603;SIERRA;AREQUIPA;CONDESUYOS;CAYARANI;3275;425;2850;96.8;0;2020
20241212;2296;40604;SIERRA;AREQUIPA;CONDESUYOS;CHICHAS;673;314;359;71.52;0;2020
20241212;2297;40605;COSTA;AREQUIPA;CONDESUYOS;IRAY;599;344;255;89.36;0;2020
20241212;2298;40606;SIERRA;AREQUIPA;CONDESUYOS;RIO GRANDE;3451;1621;1830;369.2;0;2020
20241212;2299;40607;SIERRA;AREQUIPA;CONDESUYOS;SALAMANCA;419;225;194;51.25;0;2020
20241212;2300;40608;SIERRA;AREQUIPA;CONDESUYOS;YANAQUIHUA;3963;518;3445;117.98;0;2020
20241212;2301;40701;COSTA;AREQUIPA;ISLAY;MOLLENDO;26453;26221;232;7793.26;65.56;2020
20241212;2302;40702;COSTA;AREQUIPA;ISLAY;COCACHACRA;8363;7453;910;1554.48;0;2020
20241212;2303;40703;COSTA;AREQUIPA;ISLAY;DEAN VALDIVIA;7129;6878;251;1542.15;0;2020
20241212;2304;40704;COSTA;AREQUIPA;ISLAY;ISLAY;5202;5202;0;1247.74;0;2020
20241212;2305;40705;COSTA;AREQUIPA;ISLAY;MEJIA;1240;865;375;306.7;0;2020
20241212;2306;40706;COSTA;AREQUIPA;ISLAY;PUNTA DE BOMBON;6464;6399;65;1735.04;0;2020
20241212;2307;40801;SIERRA;AREQUIPA;LA UNION;COTAHUASI;2981;2145;836;246.06;0;2020
20241212;2308;40802;SIERRA;AREQUIPA;LA UNION;ALCA;1851;1725;126;413.75;0;2020
20241212;2309;40803;SIERRA;AREQUIPA;LA UNION;CHARCANA;586;366;220;83.36;0;2020
20241212;2310;40804;SIERRA;AREQUIPA;LA UNION;HUAYNACOTAS;1867;834;1033;189.95;0;2020
20241212;2311;40805;SIERRA;AREQUIPA;LA UNION;PAMPAMARCA;1106;394;712;89.74;0;2020
20241212;2312;40806;SIERRA;AREQUIPA;LA UNION;PUYCA;2346;961;1385;218.88;0;2020
20241212;2313;40807;SIERRA;AREQUIPA;LA UNION;QUECHUALLA;278;83;195;18.9;0;2020
20241212;2314;40808;SIERRA;AREQUIPA;LA UNION;SAYLA;300;136;164;30.98;0;2020
20241212;2315;40809;SIERRA;AREQUIPA;LA UNION;TAURIA;313;224;89;51.02;0;2020
20241212;2316;40810;SIERRA;AREQUIPA;LA UNION;TOMEPAMPA;658;285;373;64.91;0;2020
20241212;2317;40811;SIERRA;AREQUIPA;LA UNION;TORO;511;212;299;48.29;0;2020
20241212;2318;50101;SIERRA;AYACUCHO;HUAMANGA;AYACUCHO;111370;108426;2944;28268.21;90.539;2020
20241212;2319;50102;SIERRA;AYACUCHO;HUAMANGA;ACOCRO;8818;1451;7367;330.48;0;2020
20241212;2320;50103;SIERRA;AYACUCHO;HUAMANGA;ACOS VINCHOS;4964;694;4270;144.75;0;2020
20241212;2321;50104;SIERRA;AYACUCHO;HUAMANGA;CARMEN ALTO;31712;30910;802;10798.63;29.574;2020
20241212;2322;50105;SIERRA;AYACUCHO;HUAMANGA;CHIARA;6691;2548;4143;292.29;0;2020
20241212;2323;50106;SIERRA;AYACUCHO;HUAMANGA;OCROS;6172;1156;5016;263.29;0;2020
20241212;2324;50107;SIERRA;AYACUCHO;HUAMANGA;PACAYCASA;3565;1629;1936;371.02;0;2020
20241212;2325;50108;SIERRA;AYACUCHO;HUAMANGA;QUINUA;5821;2224;3597;255.12;0;2020
20241212;2326;50109;SIERRA;AYACUCHO;HUAMANGA;SAN JOSE DE TICLLAS;1596;133;1463;28.43;0;2020
20241212;2327;50110;SIERRA;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;53934;53859;75;18254.35;51.46;2020
20241212;2328;50111;SIERRA;AYACUCHO;HUAMANGA;SANTIAGO DE PISCHA;1639;732;907;166.72;0;2020
20241212;2329;50112;SIERRA;AYACUCHO;HUAMANGA;SOCOS;6846;971;5875;202.52;0;2020
20241212;2330;50113;SIERRA;AYACUCHO;HUAMANGA;TAMBILLO;6001;253;5748;50.13;0;2020
20241212;2331;50114;SIERRA;AYACUCHO;HUAMANGA;VINCHOS;16233;579;15654;126.8;0;2020
20241212;2332;50115;SIERRA;AYACUCHO;HUAMANGA;JESUS NAZARENO;21028;19811;1217;5474.91;21.669;2020
20241212;2333;50116;SIERRA;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;31411;27281;4130;9957.57;13.24;2020
20241212;2334;50201;SIERRA;AYACUCHO;CANGALLO;CANGALLO;5842;2266;3576;366.28;0;2020
20241212;2335;50202;SIERRA;AYACUCHO;CANGALLO;CHUSCHI;9119;3255;5864;780.74;0;2020
20241212;2336;50203;SIERRA;AYACUCHO;CANGALLO;LOS MOROCHUCOS;8217;2825;5392;486.1;0;2020
20241212;2337;50204;SIERRA;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;2026;413;1613;94.06;0;2020
20241212;2338;50205;SIERRA;AYACUCHO;CANGALLO;PARAS;4279;1377;2902;313.63;0;2020
20241212;2339;50206;SIERRA;AYACUCHO;CANGALLO;TOTOS;2999;1361;1638;309.98;0;2020
20241212;2340;50301;SIERRA;AYACUCHO;HUANCA SANCOS;SANCOS;3181;2980;201;606;0;2020
20241212;2341;50302;SIERRA;AYACUCHO;HUANCA SANCOS;CARAPO;1774;1522;252;158.72;0;2020
20241212;2342;50303;SIERRA;AYACUCHO;HUANCA SANCOS;SACSAMARCA;1308;744;564;163.09;0;2020
20241212;2343;50304;SIERRA;AYACUCHO;HUANCA SANCOS;SANTIAGO DE LUCANAMARCA;2078;996;1082;188.52;0;2020
20241212;2344;50401;SIERRA;AYACUCHO;HUANTA;HUANTA;43266;36027;7239;10895.59;24.11;2020
20241212;2345;50402;SIERRA;AYACUCHO;HUANTA;AYAHUANCO;1072;402;670;91.56;0;2020
20241212;2346;50403;SIERRA;AYACUCHO;HUANTA;HUAMANGUILLA;4188;1759;2429;400.63;0;2020
20241212;2347;50404;SIERRA;AYACUCHO;HUANTA;IGUAIN;2861;743;2118;169.23;0;2020
20241212;2348;50405;SIERRA;AYACUCHO;HUANTA;LURICOCHA;6217;2144;4073;469.98;0;2020
20241212;2349;50406;SIERRA;AYACUCHO;HUANTA;SANTILLANA;3900;1245;2655;283.56;0;2020
20241212;2350;50407;SIERRA;AYACUCHO;HUANTA;SIVIA;11685;4138;7547;1186.72;0;2020
20241212;2351;50408;SIERRA;AYACUCHO;HUANTA;LLOCHEGUA;11466;5149;6317;1261.87;0;2020
20241212;2352;50409;SIERRA;AYACUCHO;HUANTA;CANAYRE;4384;2183;2201;497.2;0;2020
20241212;2353;50410;SIERRA;AYACUCHO;HUANTA;UCHURACCAY;3672;417;3255;143.51;0;2020
20241212;2354;50411;SIERRA;AYACUCHO;HUANTA;PUCACOLPA;2299;438;1861;96.01;0;2020
20241212;2355;50412;SIERRA;AYACUCHO;HUANTA;CHACA;2195;912;1283;207.72;0;2020
20241212;2356;50501;SIERRA;AYACUCHO;LA MAR;SAN MIGUEL;11410;4762;6648;2309.23;0;2020
20241212;2357;50502;SIERRA;AYACUCHO;LA MAR;ANCO;8105;2278;5827;558.27;0;2020
20241212;2358;50503;SIERRA;AYACUCHO;LA MAR;AYNA;9995;7161;2834;2203.03;0;2020
20241212;2359;50504;SIERRA;AYACUCHO;LA MAR;CHILCAS;1558;207;1351;47.15;0;2020
20241212;2360;50505;SIERRA;AYACUCHO;LA MAR;CHUNGUI;4443;581;3862;151.48;0;2020
20241212;2361;50506;SIERRA;AYACUCHO;LA MAR;LUIS CARRANZA;1365;173;1192;39.4;0;2020
20241212;2362;50507;SIERRA;AYACUCHO;LA MAR;SANTA ROSA;12686;9005;3681;2159.91;0;2020
20241212;2363;50508;SIERRA;AYACUCHO;LA MAR;TAMBO;9302;5651;3651;1287.07;0;2020
20241212;2364;50509;SIERRA;AYACUCHO;LA MAR;SAMUGARI;10997;5994;5003;1875.27;0;2020
20241212;2365;50510;SIERRA;AYACUCHO;LA MAR;ANCHIHUAY;4345;987;3358;272.76;0;2020
20241212;2366;50511;SIERRA;AYACUCHO;LA MAR;ORONCCOY;1071;171;900;38.95;0;2020
20241212;2367;50601;SIERRA;AYACUCHO;LUCANAS;PUQUIO;14535;13564;971;3465.6;0;2020
20241212;2368;50602;SIERRA;AYACUCHO;LUCANAS;AUCARA;2665;1914;751;439.13;0;2020
20241212;2369;50603;SIERRA;AYACUCHO;LUCANAS;CABANA;1976;1930;46;211.34;0;2020
20241212;2370;50604;SIERRA;AYACUCHO;LUCANAS;CARMEN SALCEDO;1532;1451;81;279.94;0;2020
20241212;2371;50605;SIERRA;AYACUCHO;LUCANAS;CHAVIÑA;2296;1398;898;318.41;0;2020
20241212;2372;50606;SIERRA;AYACUCHO;LUCANAS;CHIPAO;2443;1446;997;399.61;0;2020
20241212;2373;50607;SIERRA;AYACUCHO;LUCANAS;HUAC-HUAS;1550;492;1058;112.06;0;2020
20241212;2374;50608;SIERRA;AYACUCHO;LUCANAS;LARAMATE;1676;787;889;179.25;0;2020
20241212;2375;50609;SIERRA;AYACUCHO;LUCANAS;LEONCIO PRADO;1095;470;625;107.05;0;2020
20241212;2376;50610;SIERRA;AYACUCHO;LUCANAS;LLAUTA;877;431;446;98.16;0;2020
20241212;2377;50611;SIERRA;AYACUCHO;LUCANAS;LUCANAS;2703;1516;1187;345.28;0;2020
20241212;2378;50612;SIERRA;AYACUCHO;LUCANAS;OCAÑA;2244;868;1376;197.7;0;2020
20241212;2379;50613;SIERRA;AYACUCHO;LUCANAS;OTOCA;1848;465;1383;105.91;0;2020
20241212;2380;50614;SIERRA;AYACUCHO;LUCANAS;SAISA;848;452;396;102.95;0;2020
20241212;2381;50615;SIERRA;AYACUCHO;LUCANAS;SAN CRISTOBAL;1823;1146;677;251.21;0;2020
20241212;2382;50616;SIERRA;AYACUCHO;LUCANAS;SAN JUAN;994;817;177;183.18;0;2020
20241212;2383;50617;SIERRA;AYACUCHO;LUCANAS;SAN PEDRO;2661;1338;1323;304.74;0;2020
20241212;2384;50618;SIERRA;AYACUCHO;LUCANAS;SAN PEDRO DE PALCO;898;358;540;81.54;0;2020
20241212;2385;50619;SIERRA;AYACUCHO;LUCANAS;SANCOS;4869;2307;2562;525.44;0;2020
20241212;2386;50620;SIERRA;AYACUCHO;LUCANAS;SANTA ANA DE HUAYCAHUACHO;850;840;10;166.44;0;2020
20241212;2387;50621;SIERRA;AYACUCHO;LUCANAS;SANTA LUCIA;1455;1066;389;242.79;0;2020
20241212;2388;50701;SIERRA;AYACUCHO;PARINACOCHAS;CORACORA;13549;10855;2694;2603.65;0;2020
20241212;2389;50702;SIERRA;AYACUCHO;PARINACOCHAS;CHUMPI;2179;1593;586;362.82;0;2020
20241212;2390;50703;SIERRA;AYACUCHO;PARINACOCHAS;CORONEL CASTAÑEDA;1934;486;1448;110.69;0;2020
20241212;2391;50704;SIERRA;AYACUCHO;PARINACOCHAS;PACAPAUSA;556;266;290;60.58;0;2020
20241212;2392;50705;SIERRA;AYACUCHO;PARINACOCHAS;PULLO;7191;6020;1171;1371.12;0;2020
20241212;2393;50706;SIERRA;AYACUCHO;PARINACOCHAS;PUYUSCA;2123;1104;1019;212.99;0;2020
20241212;2394;50707;SIERRA;AYACUCHO;PARINACOCHAS;SAN FRANCISCO DE RAVACAYCO;518;213;305;48.51;0;2020
20241212;2395;50708;SIERRA;AYACUCHO;PARINACOCHAS;UPAHUACHO;1089;150;939;34.16;0;2020
20241212;2396;50801;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;PAUSA;3376;2797;579;729.22;0;2020
20241212;2397;50802;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;COLTA;440;284;156;64.68;0;2020
20241212;2398;50803;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;CORCULLA;445;292;153;66.51;0;2020
20241212;2399;50804;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;LAMPA;1983;1585;398;361;0;2020
20241212;2400;50805;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;MARCABAMBA;621;513;108;50.82;0;2020
20241212;2401;50806;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;OYOLO;1647;670;977;152.6;0;2020
20241212;2402;50807;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;PARARCA;392;231;161;52.61;0;2020
20241212;2403;50808;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;SAN JAVIER DE ALPABAMBA;275;89;186;20.27;0;2020
20241212;2404;50809;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;SAN JOSE DE USHUA;247;160;87;36.44;0;2020
20241212;2405;50810;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;SARA SARA;483;436;47;99.3;0;2020
20241212;2406;50901;SIERRA;AYACUCHO;SUCRE;QUEROBAMBA;2600;2254;346;376.1;0;2020
20241212;2407;50902;SIERRA;AYACUCHO;SUCRE;BELEN;310;252;58;57.4;0;2020
20241212;2408;50903;SIERRA;AYACUCHO;SUCRE;CHALCOS;461;212;249;46.47;0;2020
20241212;2409;50904;SIERRA;AYACUCHO;SUCRE;CHILCAYOC;481;264;217;60.13;0;2020
20241212;2410;50905;SIERRA;AYACUCHO;SUCRE;HUACAÑA;348;253;95;57.62;0;2020
20241212;2411;50906;SIERRA;AYACUCHO;SUCRE;MORCOLLA;1243;889;354;50.99;0;2020
20241212;2412;50907;SIERRA;AYACUCHO;SUCRE;PAICO;517;460;57;104.77;0;2020
20241212;2413;50908;SIERRA;AYACUCHO;SUCRE;SAN PEDRO DE LARCAY;814;421;393;95.89;0;2020
20241212;2414;50909;SIERRA;AYACUCHO;SUCRE;SAN SALVADOR DE QUIJE;936;221;715;50.33;0;2020
20241212;2415;50910;SIERRA;AYACUCHO;SUCRE;SANTIAGO DE PAUCARAY;565;469;96;190.75;0;2020
20241212;2416;50911;SIERRA;AYACUCHO;SUCRE;SORAS;1017;892;125;203.16;0;2020
20241212;2417;51001;SIERRA;AYACUCHO;VICTOR FAJARDO;HUANCAPI;1878;1724;154;287.66;0;2020
20241212;2418;51002;SIERRA;AYACUCHO;VICTOR FAJARDO;ALCAMENCA;1399;1178;221;239.55;0;2020
20241212;2419;51003;SIERRA;AYACUCHO;VICTOR FAJARDO;APONGO;565;407;158;42.44;0;2020
20241212;2420;51004;SIERRA;AYACUCHO;VICTOR FAJARDO;ASQUIPATA;482;154;328;35.08;0;2020
20241212;2421;51005;SIERRA;AYACUCHO;VICTOR FAJARDO;CANARIA;4027;3320;707;675.15;0;2020
20241212;2422;51006;SIERRA;AYACUCHO;VICTOR FAJARDO;CAYARA;1138;808;330;164.31;0;2020
20241212;2423;51007;SIERRA;AYACUCHO;VICTOR FAJARDO;COLCA;1020;598;422;136.2;0;2020
20241212;2424;51008;SIERRA;AYACUCHO;VICTOR FAJARDO;HUAMANQUIQUIA;1107;487;620;110.92;0;2020
20241212;2425;51009;SIERRA;AYACUCHO;VICTOR FAJARDO;HUANCARAYLLA;1241;1225;16;249.11;0;2020
20241212;2426;51010;SIERRA;AYACUCHO;VICTOR FAJARDO;HUAYA;1985;1763;222;202.24;0;2020
20241212;2427;51011;SIERRA;AYACUCHO;VICTOR FAJARDO;SARHUA;2624;2211;413;438.09;0;2020
20241212;2428;51012;SIERRA;AYACUCHO;VICTOR FAJARDO;VILCANCHOS;2400;751;1649;171.05;0;2020
20241212;2429;51101;SIERRA;AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;6513;2467;4046;707.5;0;2020
20241212;2430;51102;SIERRA;AYACUCHO;VILCAS HUAMAN;ACCOMARCA;851;659;192;123.7;0;2020
20241212;2431;51103;SIERRA;AYACUCHO;VILCAS HUAMAN;CARHUANCA;812;488;324;111.15;0;2020
20241212;2432;51104;SIERRA;AYACUCHO;VILCAS HUAMAN;CONCEPCION;1558;236;1322;53.75;0;2020
20241212;2433;51105;SIERRA;AYACUCHO;VILCAS HUAMAN;HUAMBALPA;1280;542;738;123.45;0;2020
20241212;2434;51106;SIERRA;AYACUCHO;VILCAS HUAMAN;INDEPENDENCIA;1095;402;693;91.56;0;2020
20241212;2435;51107;SIERRA;AYACUCHO;VILCAS HUAMAN;SAURAMA;1042;225;817;51.25;0;2020
20241212;2436;51108;SIERRA;AYACUCHO;VILCAS HUAMAN;VISCHONGO;3912;1681;2231;382.86;0;2020
20241212;2437;60101;SIERRA;CAJAMARCA;CAJAMARCA;CAJAMARCA;245137;200221;44916;53244.48;127;2020
20241212;2438;60102;SIERRA;CAJAMARCA;CAJAMARCA;ASUNCION;7896;1046;6850;190.9;0;2020
20241212;2439;60103;SIERRA;CAJAMARCA;CAJAMARCA;CHETILLA;3863;304;3559;69.24;0;2020
20241212;2440;60104;SIERRA;CAJAMARCA;CAJAMARCA;COSPAN;7159;697;6462;158.75;0;2020
20241212;2441;60105;SIERRA;CAJAMARCA;CAJAMARCA;ENCAÑADA;20052;1317;18735;299.96;0;2020
20241212;2442;60106;SIERRA;CAJAMARCA;CAJAMARCA;JESUS;16666;3136;13530;673.7;0;2020
20241212;2443;60107;SIERRA;CAJAMARCA;CAJAMARCA;LLACANORA;6657;744;5913;163.09;0;2020
20241212;2444;60108;SIERRA;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;53298;21466;31832;5036.84;32.38861;2020
20241212;2445;60109;SIERRA;CAJAMARCA;CAJAMARCA;MAGDALENA;8809;2868;5941;583.23;0;2020
20241212;2446;60110;SIERRA;CAJAMARCA;CAJAMARCA;MATARA;3793;770;3023;175.38;0;2020
20241212;2447;60111;SIERRA;CAJAMARCA;CAJAMARCA;NAMORA;10308;1712;8596;1785.37;0;2020
20241212;2448;60112;SIERRA;CAJAMARCA;CAJAMARCA;SAN JUAN;4532;953;3579;217.06;0;2020
20241212;2449;60201;SIERRA;CAJAMARCA;CAJABAMBA;CAJABAMBA;34231;19229;15002;4110.89;0;2020
20241212;2450;60202;SIERRA;CAJAMARCA;CAJABAMBA;CACHACHI;25575;920;24655;139.12;0;2020
20241212;2451;60203;SIERRA;CAJAMARCA;CAJABAMBA;CONDEBAMBA;15319;1228;14091;269.19;0;2020
20241212;2452;60204;SIERRA;CAJAMARCA;CAJABAMBA;SITACOCHA;8042;2386;5656;522.53;0;2020
20241212;2453;60301;SIERRA;CAJAMARCA;CELENDIN;CELENDIN;29097;20132;8965;4513.88;0;2020
20241212;2454;60302;SIERRA;CAJAMARCA;CELENDIN;CHUMUCH;2699;175;2524;39.86;0;2020
20241212;2455;60303;SIERRA;CAJAMARCA;CELENDIN;CORTEGANA;7343;452;6891;102.95;0;2020
20241212;2456;60304;SIERRA;CAJAMARCA;CELENDIN;HUASMIN;10885;1128;9757;276.44;0;2020
20241212;2457;60305;SIERRA;CAJAMARCA;CELENDIN;JORGE CHAVEZ;461;184;277;41.91;0;2020
20241212;2458;60306;SIERRA;CAJAMARCA;CELENDIN;JOSE GALVEZ;2751;367;2384;83.59;0;2020
20241212;2459;60307;SIERRA;CAJAMARCA;CELENDIN;MIGUEL IGLESIAS;3922;324;3598;73.79;0;2020
20241212;2460;60308;SIERRA;CAJAMARCA;CELENDIN;OXAMARCA;5824;558;5266;127.09;0;2020
20241212;2461;60309;SIERRA;CAJAMARCA;CELENDIN;SOROCHUCO;7514;613;6901;169.41;0;2020
20241212;2462;60310;SIERRA;CAJAMARCA;CELENDIN;SUCRE;5455;1021;4434;232.54;0;2020
20241212;2463;60311;SIERRA;CAJAMARCA;CELENDIN;UTCO;1081;55;1026;12.53;0;2020
20241212;2464;60312;SIERRA;CAJAMARCA;CELENDIN;LA LIBERTAD DE PALLAN;6884;878;6006;233.49;0;2020
20241212;2465;60401;SIERRA;CAJAMARCA;CHOTA;CHOTA;51231;22808;28423;4519.24;10.891;2020
20241212;2466;60402;SIERRA;CAJAMARCA;CHOTA;ANGUIA;3216;371;2845;84.5;0;2020
20241212;2467;60403;SIERRA;CAJAMARCA;CHOTA;CHADIN;3632;702;2930;159.89;0;2020
20241212;2468;60404;SIERRA;CAJAMARCA;CHOTA;CHIGUIRIP;3628;299;3329;68.1;0;2020
20241212;2469;60405;SIERRA;CAJAMARCA;CHOTA;CHIMBAN;2201;509;1692;115.93;0;2020
20241212;2470;60406;SIERRA;CAJAMARCA;CHOTA;CHOROPAMPA;2311;295;2016;67.19;0;2020
20241212;2471;60407;SIERRA;CAJAMARCA;CHOTA;COCHABAMBA;5832;1389;4443;316.36;0;2020
20241212;2472;60408;SIERRA;CAJAMARCA;CHOTA;CONCHAN;5944;488;5456;111.15;0;2020
20241212;2473;60409;SIERRA;CAJAMARCA;CHOTA;HUAMBOS;8584;1405;7179;320;0;2020
20241212;2474;60410;SIERRA;CAJAMARCA;CHOTA;LAJAS;11586;2042;9544;465.09;0;2020
