id,ubigeo,anio,tipo_residuo,pob_total,pob_urbana,pob_rural,qresiduos_mun,qresiduos_valorizado,tasa_valorizacion_pct
1,10101,2019,INORGANICO,37870,37125,745,9872.6,131.75,1.3345
2,10101,2019,ORGANICO,37870,37125,745,9872.6,140.55,1.4236
3,10101,2020,INORGANICO,39051,38221,830,10164.06,44.634,0.4391
4,10101,2020,ORGANICO,39051,38221,830,10164.06,332.37,3.2701
5,10101,2021,INORGANICO,39691,38800,891,7890.26,106.872,1.3545
6,10101,2021,ORGANICO,39691,38800,891,7890.26,702.6800000000001,8.9057
7,10101,2022,INORGANICO,40274,39322,952,7996.41,128.31,1.6046
8,10101,2022,ORGANICO,40274,39322,952,7996.41,984.32,12.3095
9,10101,2023,INORGANICO,40824,39859,965,10391.81,34.55,0.3325
10,10101,2023,ORGANICO,40824,39859,965,10391.81,703.0,6.7649
11,10101,2024,INORGANICO,41335,40358,977,10521.91,132.32,1.2576
12,10101,2024,ORGANICO,41335,40358,977,10521.90714,1268.0,12.051
13,10102,2019,INORGANICO,281,147,134,41.49,0.0,0.0
14,10102,2019,ORGANICO,281,147,134,41.49,0.0,0.0
15,10102,2020,INORGANICO,278,140,138,39.01,0.0,0.0
16,10102,2020,ORGANICO,278,140,138,39.01,0.0,0.0
17,10102,2021,INORGANICO,277,135,142,36.19,0.0,0.0
18,10102,2021,ORGANICO,277,135,142,36.19,0.0,0.0
19,10102,2022,INORGANICO,276,132,144,35.71,0.0,0.0
20,10102,2022,ORGANICO,276,132,144,35.71,0.0,0.0
21,10102,2023,INORGANICO,273,131,142,36.43,0.0,0.0
22,10102,2023,ORGANICO,273,131,142,36.43,0.0,0.0
23,10102,2024,INORGANICO,271,130,141,35.93,0.0,0.0
24,10102,2024,ORGANICO,271,130,141,35.92642857,0.0,0.0
25,10103,2019,INORGANICO,1202,336,866,76.68,0.0,0.0
26,10103,2019,ORGANICO,1202,336,866,76.68,0.0,0.0
27,10103,2020,INORGANICO,1180,311,869,70.83,0.0,0.0
28,10103,2020,ORGANICO,1180,311,869,70.83,0.0,0.0
29,10103,2021,INORGANICO,1169,296,873,67.91,0.0,0.0
30,10103,2021,ORGANICO,1169,296,873,67.91,0.0,0.0
31,10103,2022,INORGANICO,1158,281,877,65.24,0.0,0.0
32,10103,2022,ORGANICO,1158,281,877,65.24,0.0,0.0
33,10103,2023,INORGANICO,1147,278,869,64.22,0.0,0.0
34,10103,2023,ORGANICO,1147,278,869,64.22,0.0,0.0
35,10103,2024,INORGANICO,1137,276,861,64.76,0.0,0.0
36,10103,2024,ORGANICO,1137,276,861,64.76142857,0.0,0.0
37,10104,2019,INORGANICO,696,467,229,106.58,0.0,0.0
38,10104,2019,ORGANICO,696,467,229,106.58,0.0,0.0
39,10104,2020,INORGANICO,702,459,243,104.54,0.0,0.0
40,10104,2020,ORGANICO,702,459,243,104.54,0.0,0.0
41,10104,2021,INORGANICO,705,452,253,103.7,0.0,0.0
42,10104,2021,ORGANICO,705,452,253,103.7,0.0,0.0
43,10104,2022,INORGANICO,707,444,263,103.09,0.0,0.0
44,10104,2022,ORGANICO,707,444,263,103.09,0.0,0.0
45,10104,2023,INORGANICO,709,445,264,102.8,0.0,0.0
46,10104,2023,ORGANICO,709,445,264,102.8,0.0,0.0
47,10104,2024,INORGANICO,713,448,265,105.12,0.0,0.0
48,10104,2024,ORGANICO,713,448,265,105.12,0.0,0.0
49,10105,2019,INORGANICO,604,178,426,40.62,0.0,0.0
50,10105,2019,ORGANICO,604,178,426,40.62,0.0,0.0
51,10105,2020,INORGANICO,589,164,425,37.35,0.0,0.0
52,10105,2020,ORGANICO,589,164,425,37.35,0.0,0.0
53,10105,2021,INORGANICO,581,156,425,35.79,0.0,0.0
54,10105,2021,ORGANICO,581,156,425,35.79,0.0,0.0
55,10105,2022,INORGANICO,575,148,427,34.36,0.0,0.0
56,10105,2022,ORGANICO,575,148,427,34.36,0.0,0.0
57,10105,2023,INORGANICO,568,146,422,33.73,0.0,0.0
58,10105,2023,ORGANICO,568,146,422,33.73,0.0,0.0
59,10105,2024,INORGANICO,561,144,417,33.79,0.0,0.0
60,10105,2024,ORGANICO,561,144,417,33.78857143,0.0,0.0
61,10106,2019,INORGANICO,1955,521,1434,118.9,0.0,0.0
62,10106,2019,ORGANICO,1955,521,1434,118.9,0.0,0.0
63,10106,2020,INORGANICO,1933,486,1447,110.69,0.0,0.0
64,10106,2020,ORGANICO,1933,486,1447,110.69,0.0,0.0
65,10106,2021,INORGANICO,1922,464,1458,106.45,0.0,0.0
66,10106,2021,ORGANICO,1922,464,1458,106.45,0.0,0.0
67,10106,2022,INORGANICO,1910,443,1467,102.86,0.0,0.0
68,10106,2022,ORGANICO,1910,443,1467,102.86,0.0,0.0
69,10106,2023,INORGANICO,1898,440,1458,101.65,0.0,0.0
70,10106,2023,ORGANICO,1898,440,1458,101.65,0.0,0.0
71,10106,2024,INORGANICO,1884,437,1447,102.54,0.0,0.0
72,10106,2024,ORGANICO,1884,437,1447,102.5389286,0.0,0.0
73,10107,2019,INORGANICO,532,183,349,51.66,0.0,0.0
74,10107,2019,ORGANICO,532,183,349,51.66,0.0,0.0
75,10107,2020,INORGANICO,539,176,363,49.04,0.0,0.0
76,10107,2020,ORGANICO,539,176,363,49.04,0.0,0.0
77,10107,2021,INORGANICO,541,170,371,45.58,0.0,0.0
78,10107,2021,ORGANICO,541,170,371,45.58,0.0,0.0
79,10107,2022,INORGANICO,543,164,379,44.37,0.0,0.0
80,10107,2022,ORGANICO,543,164,379,44.37,0.0,0.0
81,10107,2023,INORGANICO,544,164,380,45.61,0.0,0.0
82,10107,2023,ORGANICO,544,164,380,45.61,0.0,0.0
83,10107,2024,INORGANICO,549,166,383,45.88,0.0,0.0
84,10107,2024,ORGANICO,549,166,383,45.87528571,0.0,0.0
85,10108,2019,INORGANICO,1395,1338,57,337.63,0.0,0.0
86,10108,2019,ORGANICO,1395,1338,57,337.63,1.5,0.4443
87,10108,2020,INORGANICO,1456,1392,64,351.26,0.0,0.0
88,10108,2020,ORGANICO,1456,1392,64,351.26,2.72,0.7744
89,10108,2021,INORGANICO,1481,1413,68,356.55,0.0,0.0
90,10108,2021,ORGANICO,1481,1413,68,356.55,2.72,0.7629
91,10108,2022,INORGANICO,1500,1428,72,360.34,0.0,0.0
92,10108,2022,ORGANICO,1500,1428,72,360.34,0.0,0.0
93,10108,2023,INORGANICO,1515,1442,73,363.87,0.0,0.0
94,10108,2023,ORGANICO,1515,1442,73,363.87,0.0,0.0
95,10108,2024,INORGANICO,1526,1453,73,340.94,0.0,0.0
96,10108,2024,ORGANICO,1526,1453,73,340.9360714,0.0,0.0
97,10109,2019,INORGANICO,4080,2312,1768,652.6,0.0,0.0
98,10109,2019,ORGANICO,4080,2312,1768,652.6,0.0,0.0
99,10109,2020,INORGANICO,3966,2169,1797,604.39,0.0,0.0
100,10109,2020,ORGANICO,3966,2169,1797,604.39,0.0,0.0
101,10109,2021,INORGANICO,3834,2045,1789,548.25,0.0,0.0
102,10109,2021,ORGANICO,3834,2045,1789,548.25,0.0,0.0
103,10109,2022,INORGANICO,3697,1922,1775,519.98,0.0,0.0
104,10109,2022,ORGANICO,3697,1922,1775,519.98,0.0,0.0
105,10109,2023,INORGANICO,3558,1850,1708,514.46,0.0,0.0
106,10109,2023,ORGANICO,3558,1850,1708,514.46,0.0,0.0
107,10109,2024,INORGANICO,3418,1777,1641,491.09,0.0,0.0
108,10109,2024,ORGANICO,3418,1777,1641,491.0866429,0.0,0.0
109,10110,2019,INORGANICO,3845,2859,986,1013.7,0.0,0.0
110,10110,2019,ORGANICO,3845,2859,986,1013.7,7.05,0.6955
111,10110,2020,INORGANICO,3815,2778,1037,391.1,0.0,0.0
112,10110,2020,ORGANICO,3815,2778,1037,391.1,28.38,7.2565
113,10110,2021,INORGANICO,3799,2726,1073,383.78,0.0,0.0
114,10110,2021,ORGANICO,3799,2726,1073,383.78,41.84,10.9021
115,10110,2022,INORGANICO,3781,2672,1109,376.18,0.0,0.0
116,10110,2022,ORGANICO,3781,2672,1109,376.18,30.68,8.1557
117,10110,2023,INORGANICO,3759,2656,1103,373.93,0.0,0.0
118,10110,2023,ORGANICO,3759,2656,1103,373.93,65.5,17.5166
119,10110,2024,INORGANICO,3738,2642,1096,371.96,0.0,0.0
120,10110,2024,ORGANICO,3738,2642,1096,371.9558571,58.13,15.6282
121,10111,2019,INORGANICO,817,449,368,102.5,0.0,0.0
122,10111,2019,ORGANICO,817,449,368,102.5,0.0,0.0
123,10111,2020,INORGANICO,803,426,377,97.03,0.0,0.0
124,10111,2020,ORGANICO,803,426,377,97.03,0.0,0.0
125,10111,2021,INORGANICO,796,411,385,94.3,0.0,0.0
126,10111,2021,ORGANICO,796,411,385,94.3,0.0,0.0
127,10111,2022,INORGANICO,789,397,392,92.18,0.0,0.0
128,10111,2022,ORGANICO,789,397,392,92.18,0.0,0.0
129,10111,2023,INORGANICO,781,393,388,90.79,0.0,0.0
130,10111,2023,ORGANICO,781,393,388,90.79,0.0,0.0
131,10111,2024,INORGANICO,774,389,385,91.28,0.0,0.0
132,10111,2024,ORGANICO,774,389,385,91.27607143,0.0,0.0
133,10112,2019,INORGANICO,913,731,182,206.3,0.0,0.0
134,10112,2019,ORGANICO,913,731,182,206.3,0.5225364998891663,0.2533
135,10112,2020,INORGANICO,911,717,194,199.79,0.0,0.0
136,10112,2020,ORGANICO,911,717,194,199.79,3.09,1.5466
137,10112,2021,INORGANICO,910,709,201,190.08,0.0,0.0
138,10112,2021,ORGANICO,910,709,201,190.08,9.31,4.8979
139,10112,2022,INORGANICO,906,697,209,188.57,0.0,0.0
140,10112,2022,ORGANICO,906,697,209,188.57,4.720000000000001,2.503
141,10112,2023,INORGANICO,903,695,208,137.71,0.0,0.0
142,10112,2023,ORGANICO,903,695,208,137.71,8.5,6.1724
143,10112,2024,INORGANICO,900,692,208,137.11,0.0,0.0
144,10112,2024,ORGANICO,900,692,208,137.1148571,13.68,9.977
145,10113,2019,INORGANICO,1507,1036,471,256.9,0.0,0.0
146,10113,2019,ORGANICO,1507,1036,471,256.9,0.62,0.2413
147,10113,2020,INORGANICO,1534,1028,506,254.95,0.0,0.0
148,10113,2020,ORGANICO,1534,1028,506,254.95,2.67,1.0473
149,10113,2021,INORGANICO,1561,1029,532,255.19,0.0,0.0
150,10113,2021,ORGANICO,1561,1029,532,255.19,9.67,3.7893
151,10113,2022,INORGANICO,1586,1025,561,254.2,0.0,0.0
152,10113,2022,ORGANICO,1586,1025,561,254.2,4.470000000000001,1.7585
153,10113,2023,INORGANICO,1609,1040,569,257.92,0.0,0.0
154,10113,2023,ORGANICO,1609,1040,569,257.92,0.0,0.0
155,10113,2024,INORGANICO,1631,1054,577,291.28,0.0,0.0
156,10113,2024,ORGANICO,1631,1054,577,291.2804286,3.6,1.2359
157,10114,2019,INORGANICO,2296,631,1665,144.0,0.0,0.0
158,10114,2019,ORGANICO,2296,631,1665,144.0,0.0,0.0
159,10114,2020,INORGANICO,2266,588,1678,133.92,0.0,0.0
160,10114,2020,ORGANICO,2266,588,1678,133.92,0.0,0.0
161,10114,2021,INORGANICO,2251,561,1690,128.71,0.0,0.0
162,10114,2021,ORGANICO,2251,561,1690,128.71,0.0,0.0
163,10114,2022,INORGANICO,2235,535,1700,124.22,0.0,0.0
164,10114,2022,ORGANICO,2235,535,1700,124.22,0.0,0.0
165,10114,2023,INORGANICO,2218,531,1687,122.67,0.0,0.0
166,10114,2023,ORGANICO,2218,531,1687,122.67,0.0,0.0
167,10114,2024,INORGANICO,2201,527,1674,123.66,0.0,0.0
168,10114,2024,ORGANICO,2201,527,1674,123.6567857,0.0,0.0
169,10115,2019,INORGANICO,503,461,42,107.2,0.0,0.0
170,10115,2019,ORGANICO,503,461,42,107.2,0.176,0.1642
171,10115,2020,INORGANICO,487,443,44,102.98,0.0,0.0
172,10115,2020,ORGANICO,487,443,44,102.98,2.98,2.8938
173,10115,2021,INORGANICO,479,434,45,100.89,0.0,0.0
174,10115,2021,ORGANICO,479,434,45,100.89,9.45,9.3666
175,10115,2022,INORGANICO,472,426,46,99.03,0.0,0.0
176,10115,2022,ORGANICO,472,426,46,99.03,4.49,4.534
177,10115,2023,INORGANICO,465,420,45,102.93,0.0,0.0
178,10115,2023,ORGANICO,465,420,45,102.93,10.0,9.7153
179,10115,2024,INORGANICO,459,414,45,101.46,0.0,0.0
180,10115,2024,ORGANICO,459,414,45,101.4595714,15.3,15.0799
181,10116,2019,INORGANICO,429,141,288,39.8,0.0,0.0
182,10116,2019,ORGANICO,429,141,288,39.8,0.0,0.0
183,10116,2020,INORGANICO,435,136,299,37.9,0.0,0.0
184,10116,2020,ORGANICO,435,136,299,37.9,0.0,0.0
185,10116,2021,INORGANICO,438,131,307,35.12,0.0,0.0
186,10116,2021,ORGANICO,438,131,307,35.12,0.0,0.0
187,10116,2022,INORGANICO,441,127,314,34.36,0.0,0.0
188,10116,2022,ORGANICO,441,127,314,34.36,0.0,0.0
189,10116,2023,INORGANICO,444,128,316,35.6,0.0,0.0
190,10116,2023,ORGANICO,444,128,316,35.6,0.0,0.0
191,10116,2024,INORGANICO,446,128,318,35.37,0.0,0.0
192,10116,2024,ORGANICO,446,128,318,35.37371429,0.0,0.0
193,10117,2019,INORGANICO,807,95,712,26.82,0.0,0.0
194,10117,2019,ORGANICO,807,95,712,26.82,0.0,0.0
195,10117,2020,INORGANICO,792,87,705,24.24,0.0,0.0
196,10117,2020,ORGANICO,792,87,705,24.24,0.0,0.0
197,10117,2021,INORGANICO,785,82,703,21.98,0.0,0.0
198,10117,2021,ORGANICO,785,82,703,21.98,0.0,0.0
199,10117,2022,INORGANICO,778,77,701,20.83,0.0,0.0
200,10117,2022,ORGANICO,778,77,701,20.83,0.0,0.0
201,10117,2023,INORGANICO,770,76,694,21.13,0.0,0.0
202,10117,2023,ORGANICO,770,76,694,21.13,0.0,0.0
203,10117,2024,INORGANICO,763,76,687,21.0,0.0,0.0
204,10117,2024,ORGANICO,763,76,687,21.00314286,0.0,0.0
205,10118,2019,INORGANICO,323,238,85,50.88,0.0,0.0
206,10118,2019,ORGANICO,323,238,85,50.88,2.42,4.7563
207,10118,2020,INORGANICO,323,233,90,49.81,0.0,0.0
208,10118,2020,ORGANICO,323,233,90,49.81,2.18,4.3766
209,10118,2021,INORGANICO,325,231,94,49.38,0.0,0.0
210,10118,2021,ORGANICO,325,231,94,49.38,4.6,9.3155
211,10118,2022,INORGANICO,326,227,99,48.53,0.0,0.0
212,10118,2022,ORGANICO,326,227,99,48.53,2.23,4.5951
213,10118,2023,INORGANICO,327,228,99,48.74,0.0,0.0
214,10118,2023,ORGANICO,327,228,99,48.74,0.0,0.0
215,10118,2024,INORGANICO,332,231,101,49.38,0.0,0.0
216,10118,2024,ORGANICO,332,231,101,49.3845,0.0,0.0
217,10119,2019,INORGANICO,599,429,170,121.1,0.0,0.0
218,10119,2019,ORGANICO,599,429,170,121.1,2.31,1.9075
219,10119,2020,INORGANICO,590,413,177,115.08,0.0,0.0
220,10119,2020,ORGANICO,590,413,177,115.08,1.92,1.6684
221,10119,2021,INORGANICO,585,402,183,83.85,0.0,0.0
222,10119,2021,ORGANICO,585,402,183,83.85,7.540000000000001,8.9922
223,10119,2022,INORGANICO,581,392,189,81.76,0.0,0.0
224,10119,2022,ORGANICO,581,392,189,81.76,9.0,11.0078
225,10119,2023,INORGANICO,576,389,187,81.13,0.0,0.0
226,10119,2023,ORGANICO,576,389,187,81.13,12.33,15.1978
227,10119,2024,INORGANICO,570,385,185,80.3,0.0,0.0
228,10119,2024,ORGANICO,570,385,185,80.3,26.0,32.3786
229,10120,2019,INORGANICO,1279,217,1062,61.25,0.0,0.0
230,10120,2019,ORGANICO,1279,217,1062,61.25,0.0,0.0
231,10120,2020,INORGANICO,1261,200,1061,55.73,0.0,0.0
232,10120,2020,ORGANICO,1261,200,1061,55.73,0.0,0.0
233,10120,2021,INORGANICO,1252,190,1062,50.94,0.0,0.0
234,10120,2021,ORGANICO,1252,190,1062,50.94,0.0,0.0
235,10120,2022,INORGANICO,1243,180,1063,48.7,0.0,0.0
236,10120,2022,ORGANICO,1243,180,1063,48.7,0.0,0.0
237,10120,2023,INORGANICO,1234,179,1055,49.78,0.0,0.0
238,10120,2023,ORGANICO,1234,179,1055,49.78,0.0,0.0
239,10120,2024,INORGANICO,1224,177,1047,48.92,12.95,26.4718
240,10120,2024,ORGANICO,1224,177,1047,48.91521429,0.0,0.0
241,10121,2019,INORGANICO,274,106,168,29.92,0.0,0.0
242,10121,2019,ORGANICO,274,106,168,29.92,0.0,0.0
243,10121,2020,INORGANICO,277,102,175,28.42,0.0,0.0
244,10121,2020,ORGANICO,277,102,175,28.42,0.0,0.0
245,10121,2021,INORGANICO,279,99,180,26.54,0.0,0.0
246,10121,2021,ORGANICO,279,99,180,26.54,0.0,0.0
247,10121,2022,INORGANICO,280,97,183,26.24,0.0,0.0
248,10121,2022,ORGANICO,280,97,183,26.24,0.0,0.0
249,10121,2023,INORGANICO,281,97,184,26.97,0.0,0.0
250,10121,2023,ORGANICO,281,97,184,26.97,0.0,0.0
251,10121,2024,INORGANICO,286,99,187,27.36,0.0,0.0
252,10121,2024,ORGANICO,286,99,187,27.35935714,0.0,0.0
253,10201,2019,INORGANICO,29540,26870,2670,5969.6,91.15,1.5269
254,10201,2019,ORGANICO,29540,26870,2670,5969.6,40.72,0.6821
255,10201,2020,INORGANICO,29905,27173,2732,6036.9,37.512,0.6214
256,10201,2020,ORGANICO,29905,27173,2732,6036.9,18.28,0.3028
257,10201,2021,INORGANICO,30240,27441,2799,6152.66,136.511,2.2187
258,10201,2021,ORGANICO,30240,27441,2799,6152.66,56.693,0.9214
259,10201,2022,INORGANICO,30479,27620,2859,7777.0,140.03,1.8006
260,10201,2022,ORGANICO,30479,27620,2859,7777.0,72.44,0.9315
261,10201,2023,INORGANICO,30652,27777,2875,6228.0,122.76,1.9711
262,10201,2023,ORGANICO,30652,27777,2875,6228.0,140.0,2.2479
263,10201,2024,INORGANICO,30790,27902,2888,6256.03,203.39,3.2511
264,10201,2024,ORGANICO,30790,27902,2888,6256.027,207.365,3.3146
265,10202,2019,INORGANICO,10300,2874,7426,1198.9,0.0,0.0
266,10202,2019,ORGANICO,10300,2874,7426,1198.9,0.0,0.0
267,10202,2020,INORGANICO,10149,2806,7343,1170.5,0.0,0.0
268,10202,2020,ORGANICO,10149,2806,7343,1170.5,0.0,0.0
269,10202,2021,INORGANICO,10049,2751,7298,1147.56,0.0,0.0
270,10202,2021,ORGANICO,10049,2751,7298,1147.56,0.0,0.0
271,10202,2022,INORGANICO,9919,2685,7234,1120.03,0.0,0.0
272,10202,2022,ORGANICO,9919,2685,7234,1120.03,0.0,0.0
273,10202,2023,INORGANICO,9770,2645,7125,772.34,0.0,0.0
274,10202,2023,ORGANICO,9770,2645,7125,772.34,0.0,0.0
275,10202,2024,INORGANICO,9613,2602,7011,800.49,0.0,0.0
276,10202,2024,ORGANICO,9613,2602,7011,800.4867143,0.0,0.0
277,10203,2019,INORGANICO,4787,2370,2417,556.1,0.0,0.0
278,10203,2019,ORGANICO,4787,2370,2417,556.1,0.0,0.0
279,10203,2020,INORGANICO,4660,2293,2367,538.04,0.0,0.0
280,10203,2020,ORGANICO,4660,2293,2367,538.04,0.0,0.0
281,10203,2021,INORGANICO,4563,2229,2334,523.02,0.0,0.0
282,10203,2021,ORGANICO,4563,2229,2334,523.02,0.0,0.0
283,10203,2022,INORGANICO,4452,2158,2294,506.36,0.0,0.0
284,10203,2022,ORGANICO,4452,2158,2294,506.36,0.0,0.0
285,10203,2023,INORGANICO,4334,2101,2233,492.98,0.0,0.0
286,10203,2023,ORGANICO,4334,2101,2233,492.98,0.0,0.0
287,10203,2024,INORGANICO,4213,2042,2171,479.14,0.0,0.0
288,10203,2024,ORGANICO,4213,2042,2171,479.1407143,0.0,0.0
289,10204,2019,INORGANICO,1292,669,623,175.8,0.0,0.0
290,10204,2019,ORGANICO,1292,669,623,175.8,0.0,0.0
291,10204,2020,INORGANICO,1287,663,624,172.85,0.0,0.0
292,10204,2020,ORGANICO,1287,663,624,172.85,0.0,0.0
293,10204,2021,INORGANICO,1281,655,626,170.77,0.0,0.0
294,10204,2021,ORGANICO,1281,655,626,170.77,0.0,0.0
295,10204,2022,INORGANICO,1273,646,627,181.9,0.0,0.0
296,10204,2022,ORGANICO,1273,646,627,181.9,0.0,0.0
297,10204,2023,INORGANICO,1262,640,622,180.21,0.0,0.0
298,10204,2023,ORGANICO,1262,640,622,180.21,0.0,0.0
299,10204,2024,INORGANICO,1251,635,616,178.8,0.0,0.0
300,10204,2024,ORGANICO,1251,635,616,178.7978571,0.0,0.0
301,10205,2019,INORGANICO,31300,5618,25682,1552.57,0.0,0.0
302,10205,2019,ORGANICO,31300,5618,25682,1552.57,0.0,0.0
303,10205,2020,INORGANICO,32136,5709,26427,1577.72,0.0,0.0
304,10205,2020,ORGANICO,32136,5709,26427,1577.72,0.0,0.0
305,10205,2021,INORGANICO,32789,5758,27031,1591.26,0.0,0.0
306,10205,2021,ORGANICO,32789,5758,27031,1591.26,0.0,0.0
307,10205,2022,INORGANICO,33338,5781,27557,1597.62,0.0,0.0
308,10205,2022,ORGANICO,33338,5781,27557,1597.62,0.0,0.0
309,10205,2023,INORGANICO,33812,5863,27949,1620.28,0.0,0.0
310,10205,2023,ORGANICO,33812,5863,27949,1620.28,0.0,0.0
311,10205,2024,INORGANICO,34240,5937,28303,1640.73,0.0,0.0
312,10205,2024,ORGANICO,34240,5937,28303,1640.732357,0.0,0.0
313,10206,2019,INORGANICO,6631,4093,2538,789.7,0.0,0.0
314,10206,2019,ORGANICO,6631,4093,2538,789.7,0.0,0.0
315,10206,2020,INORGANICO,6535,4014,2521,774.42,0.0,0.0
316,10206,2020,ORGANICO,6535,4014,2521,774.42,0.0,0.0
317,10206,2021,INORGANICO,6453,3942,2511,760.52,0.0,0.0
318,10206,2021,ORGANICO,6453,3942,2511,760.52,0.0,0.0
319,10206,2022,INORGANICO,6374,3871,2503,746.83,0.0,0.0
320,10206,2022,ORGANICO,6374,3871,2503,746.83,0.0,0.0
321,10206,2023,INORGANICO,6299,3825,2474,737.95,0.0,0.0
322,10206,2023,ORGANICO,6299,3825,2474,737.95,0.0,0.0
323,10206,2024,INORGANICO,6226,3781,2445,1163.2,0.0,0.0
324,10206,2024,ORGANICO,6226,3781,2445,1163.197643,0.0,0.0
325,10301,2019,INORGANICO,1354,1112,242,417.48,0.0,0.0
326,10301,2019,ORGANICO,1354,1112,242,417.48,7.91,1.8947
327,10301,2020,INORGANICO,1332,1091,241,409.59,0.0,0.0
328,10301,2020,ORGANICO,1332,1091,241,409.59,10.96,2.6758
329,10301,2021,INORGANICO,1309,1069,240,286.59,0.0,0.0
330,10301,2021,ORGANICO,1309,1069,240,286.59,25.288,8.8238
331,10301,2022,INORGANICO,1283,1046,237,282.99,0.0,0.0
332,10301,2022,ORGANICO,1283,1046,237,282.99,17.04,6.0214
333,10301,2023,INORGANICO,1258,1026,232,230.04,0.0,0.0
334,10301,2023,ORGANICO,1258,1026,232,230.04,17.0,7.39
335,10301,2024,INORGANICO,1232,1004,228,225.11,0.0,0.0
336,10301,2024,ORGANICO,1232,1004,228,225.1111429,30.16,13.3978
337,10302,2019,INORGANICO,321,124,197,35.0,0.0,0.0
338,10302,2019,ORGANICO,321,124,197,35.0,0.0,0.0
339,10302,2020,INORGANICO,319,122,197,34.0,0.0,0.0
340,10302,2020,ORGANICO,319,122,197,34.0,0.0,0.0
341,10302,2021,INORGANICO,317,120,197,32.17,0.0,0.0
342,10302,2021,ORGANICO,317,120,197,32.17,0.0,0.0
343,10302,2022,INORGANICO,313,118,195,31.92,0.0,0.0
344,10302,2022,ORGANICO,313,118,195,31.92,0.0,0.0
345,10302,2023,INORGANICO,310,117,193,32.54,0.0,0.0
346,10302,2023,ORGANICO,310,117,193,32.54,0.0,0.0
347,10302,2024,INORGANICO,308,116,192,32.06,0.0,0.0
348,10302,2024,ORGANICO,308,116,192,32.05742857,0.0,0.0
349,10303,2019,INORGANICO,301,291,10,60.6,0.0,0.0
350,10303,2019,ORGANICO,301,291,10,60.6,6.58,10.8581
351,10303,2020,INORGANICO,301,291,10,60.64,0.0,0.0
352,10303,2020,ORGANICO,301,291,10,60.64,2.29,3.7764
353,10303,2021,INORGANICO,300,289,11,78.36,0.0,0.0
354,10303,2021,ORGANICO,300,289,11,78.36,3.683,4.7001
355,10303,2022,INORGANICO,298,287,11,77.82,0.0,0.0
356,10303,2022,ORGANICO,298,287,11,77.82,7.029999999999999,9.0337
357,10303,2023,INORGANICO,297,286,11,77.55,0.0,0.0
358,10303,2023,ORGANICO,297,286,11,77.55,0.0,0.0
359,10303,2024,INORGANICO,292,281,11,76.19,0.0,0.0
360,10303,2024,ORGANICO,292,281,11,76.19114286,0.0,0.0
361,10304,2019,INORGANICO,819,80,739,22.58,0.0,0.0
362,10304,2019,ORGANICO,819,80,739,22.58,0.0,0.0
363,10304,2020,INORGANICO,825,80,745,22.29,0.0,0.0
364,10304,2020,ORGANICO,825,80,745,22.29,0.0,0.0
365,10304,2021,INORGANICO,831,79,752,21.18,0.0,0.0
366,10304,2021,ORGANICO,831,79,752,21.18,0.0,0.0
367,10304,2022,INORGANICO,835,79,756,21.37,0.0,0.0
368,10304,2022,ORGANICO,835,79,756,21.37,0.0,0.0
369,10304,2023,INORGANICO,838,79,759,21.97,0.0,0.0
370,10304,2023,ORGANICO,838,79,759,21.97,0.0,0.0
371,10304,2024,INORGANICO,849,80,769,22.11,0.0,0.0
372,10304,2024,ORGANICO,849,80,769,22.10857143,0.0,0.0
373,10305,2019,INORGANICO,694,384,310,108.4,0.0,0.0
374,10305,2019,ORGANICO,694,384,310,108.4,0.0,0.0
375,10305,2020,INORGANICO,684,376,308,104.77,0.0,0.0
376,10305,2020,ORGANICO,684,376,308,104.77,0.0,0.0
377,10305,2021,INORGANICO,673,368,305,98.66,0.0,0.0
378,10305,2021,ORGANICO,673,368,305,98.66,0.0,0.0
379,10305,2022,INORGANICO,662,359,303,97.12,0.0,0.0
380,10305,2022,ORGANICO,662,359,303,97.12,0.0,0.0
381,10305,2023,INORGANICO,650,352,298,97.89,0.0,0.0
382,10305,2023,ORGANICO,650,352,298,97.89,0.0,0.0
383,10305,2024,INORGANICO,638,346,292,95.62,0.0,0.0
384,10305,2024,ORGANICO,638,346,292,95.61957143,0.0,0.0
385,10306,2019,INORGANICO,6409,3858,2551,945.49,0.0,0.0
386,10306,2019,ORGANICO,6409,3858,2551,945.49,0.0,0.0
387,10306,2020,INORGANICO,6397,3829,2568,938.38,0.0,0.0
388,10306,2020,ORGANICO,6397,3829,2568,938.38,0.0,0.0
389,10306,2021,INORGANICO,6380,3800,2580,554.8,0.0,0.0
390,10306,2021,ORGANICO,6380,3800,2580,554.8,0.0,0.0
391,10306,2022,INORGANICO,6353,3763,2590,549.4,0.0,0.0
392,10306,2022,ORGANICO,6353,3763,2590,549.4,0.0,0.0
393,10306,2023,INORGANICO,6321,3744,2577,546.62,0.0,0.0
394,10306,2023,ORGANICO,6321,3744,2577,546.62,0.0,0.0
395,10306,2024,INORGANICO,6283,3722,2561,543.41,0.0,0.0
396,10306,2024,ORGANICO,6283,3722,2561,543.412,0.0,0.0
397,10307,2019,INORGANICO,7994,6721,1273,1051.4,0.0,0.0
398,10307,2019,ORGANICO,7994,6721,1273,1051.4,16.3,1.5503
399,10307,2020,INORGANICO,7931,6653,1278,1040.72,0.0,0.0
400,10307,2020,ORGANICO,7931,6653,1278,1040.72,12.0,1.153
401,10307,2021,INORGANICO,7855,6576,1279,685.78,0.0,0.0
