id,ubigeo,anio,tipo_residuo,pob_total,pob_urbana,pob_rural,qresiduos_mun,qresiduos_valorizado,tasa_valorizacion_pct
6762,51106,2021,ORGANICO,1064,386,678,88.56,0.0,0.0
6763,51106,2022,INORGANICO,1042,393,649,91.25,0.0,0.0
6764,51106,2022,ORGANICO,1042,393,649,91.25,0.0,0.0
6765,51106,2023,INORGANICO,1025,387,638,89.4,0.0,0.0
6766,51106,2023,ORGANICO,1025,387,638,89.4,0.0,0.0
6767,51106,2024,INORGANICO,1012,382,630,89.63,0.0,0.0
6768,51106,2024,ORGANICO,1012,382,630,89.63357143,0.0,0.0
6769,51107,2019,INORGANICO,1075,237,838,54.09,0.0,0.0
6770,51107,2019,ORGANICO,1075,237,838,54.09,0.0,0.0
6771,51107,2020,INORGANICO,1042,225,817,51.25,0.0,0.0
6772,51107,2020,ORGANICO,1042,225,817,51.25,0.0,0.0
6773,51107,2021,INORGANICO,1022,218,804,50.02,0.0,0.0
6774,51107,2021,ORGANICO,1022,218,804,50.02,0.0,0.0
6775,51107,2022,INORGANICO,1007,226,781,52.47,0.0,0.0
6776,51107,2022,ORGANICO,1007,226,781,52.47,0.0,0.0
6777,51107,2023,INORGANICO,996,224,772,51.75,0.0,0.0
6778,51107,2023,ORGANICO,996,224,772,51.75,0.0,0.0
6779,51107,2024,INORGANICO,988,222,766,52.09,0.0,0.0
6780,51107,2024,ORGANICO,988,222,766,52.09071429,0.0,0.0
6781,51108,2019,INORGANICO,3965,1726,2239,393.9,0.0,0.0
6782,51108,2019,ORGANICO,3965,1726,2239,393.9,0.0,0.0
6783,51108,2020,INORGANICO,3912,1681,2231,382.86,0.0,0.0
6784,51108,2020,ORGANICO,3912,1681,2231,382.86,0.0,0.0
6785,51108,2021,INORGANICO,3881,1650,2231,378.56,0.0,0.0
6786,51108,2021,ORGANICO,3881,1650,2231,378.56,0.0,0.0
6787,51108,2022,INORGANICO,3859,1701,2158,394.95,0.0,0.0
6788,51108,2022,ORGANICO,3859,1701,2158,394.95,0.0,0.0
6789,51108,2023,INORGANICO,3842,1694,2148,391.33,0.0,0.0
6790,51108,2023,ORGANICO,3842,1694,2148,391.33,0.0,0.0
6791,51108,2024,INORGANICO,3829,1688,2141,396.08,0.0,0.0
6792,51108,2024,ORGANICO,3829,1688,2141,396.0771429,0.0,0.0
6793,60101,2019,INORGANICO,240461,197800,42661,52600.7,498.14,0.947
6794,60101,2019,ORGANICO,240461,197800,42661,52600.7,233.14,0.4432
6795,60101,2020,INORGANICO,245137,200221,44916,53244.48,127.0,0.2385
6796,60101,2020,ORGANICO,245137,200221,44916,53244.48,91.85,0.1725
6797,60101,2021,INORGANICO,247044,200698,46346,59650.31,525.41,0.8808
6798,60101,2021,ORGANICO,247044,200698,46346,59650.31,1056.75,1.7716
6799,60101,2022,INORGANICO,248596,200848,47748,59694.89,505.75,0.8472
6800,60101,2022,ORGANICO,248596,200848,47748,59694.89,937.88,1.5711
6801,60101,2023,INORGANICO,249898,201900,47998,60007.56,324.6583,0.541
6802,60101,2023,ORGANICO,249898,201900,47998,60007.56,1106.8300000000002,1.8445
6803,60101,2024,INORGANICO,251058,202837,48221,37017.75,957.04,2.5854
6804,60101,2024,ORGANICO,251058,202837,48221,37017.7525,1410.0,3.809
6805,60102,2019,INORGANICO,8137,1115,7022,203.49,0.0,0.0
6806,60102,2019,ORGANICO,8137,1115,7022,203.49,0.0,0.0
6807,60102,2020,INORGANICO,7896,1046,6850,190.9,0.0,0.0
6808,60102,2020,ORGANICO,7896,1046,6850,190.9,0.0,0.0
6809,60102,2021,INORGANICO,7632,986,6646,179.95,0.0,0.0
6810,60102,2021,ORGANICO,7632,986,6646,179.95,0.0,0.0
6811,60102,2022,INORGANICO,7359,927,6432,169.18,0.0,0.0
6812,60102,2022,ORGANICO,7359,927,6432,169.18,0.0,0.0
6813,60102,2023,INORGANICO,7083,892,6191,162.79,0.0,0.0
6814,60102,2023,ORGANICO,7083,892,6191,162.79,0.0,0.0
6815,60102,2024,INORGANICO,6805,857,5948,156.4,0.0,0.0
6816,60102,2024,ORGANICO,6805,857,5948,156.4025,0.0,0.0
6817,60103,2019,INORGANICO,3880,317,3563,72.34,0.0,0.0
6818,60103,2019,ORGANICO,3880,317,3563,72.34,0.0,0.0
6819,60103,2020,INORGANICO,3863,304,3559,69.24,0.0,0.0
6820,60103,2020,ORGANICO,3863,304,3559,69.24,0.0,0.0
6821,60103,2021,INORGANICO,3847,296,3551,67.91,0.0,0.0
6822,60103,2021,ORGANICO,3847,296,3551,67.91,0.0,0.0
6823,60103,2022,INORGANICO,3827,286,3541,66.41,0.0,0.0
6824,60103,2022,ORGANICO,3827,286,3541,66.41,0.0,0.0
6825,60103,2023,INORGANICO,3803,284,3519,65.61,0.0,0.0
6826,60103,2023,ORGANICO,3803,284,3519,65.61,0.0,0.0
6827,60103,2024,INORGANICO,3778,282,3496,66.17,0.0,0.0
6828,60103,2024,ORGANICO,3778,282,3496,66.16928571,0.0,0.0
6829,60104,2019,INORGANICO,7222,729,6493,166.37,0.0,0.0
6830,60104,2019,ORGANICO,7222,729,6493,166.37,0.0,0.0
6831,60104,2020,INORGANICO,7159,697,6462,158.75,0.0,0.0
6832,60104,2020,ORGANICO,7159,697,6462,158.75,0.0,0.0
6833,60104,2021,INORGANICO,7117,676,6441,155.09,0.0,0.0
6834,60104,2021,ORGANICO,7117,676,6441,155.09,0.0,0.0
6835,60104,2022,INORGANICO,7069,654,6415,151.85,0.0,0.0
6836,60104,2022,ORGANICO,7069,654,6415,151.85,0.0,0.0
6837,60104,2023,INORGANICO,7018,649,6369,149.93,0.0,0.0
6838,60104,2023,ORGANICO,7018,649,6369,149.93,0.0,0.0
6839,60104,2024,INORGANICO,6966,644,6322,110.81,0.0,0.0
6840,60104,2024,ORGANICO,6966,644,6322,110.814,0.0,0.0
6841,60105,2019,INORGANICO,20310,1383,18927,315.62,0.0,0.0
6842,60105,2019,ORGANICO,20310,1383,18927,315.62,0.0,0.0
6843,60105,2020,INORGANICO,20052,1317,18735,299.96,0.0,0.0
6844,60105,2020,ORGANICO,20052,1317,18735,299.96,0.0,0.0
6845,60105,2021,INORGANICO,19735,1261,18474,289.31,0.0,0.0
6846,60105,2021,ORGANICO,19735,1261,18474,289.31,0.0,0.0
6847,60105,2022,INORGANICO,19393,1206,18187,280.02,0.0,0.0
6848,60105,2022,ORGANICO,19393,1206,18187,280.02,0.0,0.0
6849,60105,2023,INORGANICO,19036,1184,17852,273.52,0.0,0.0
6850,60105,2023,ORGANICO,19036,1184,17852,273.52,0.0,0.0
6851,60105,2024,INORGANICO,18673,1161,17512,248.21,0.0,0.0
6852,60105,2024,ORGANICO,18673,1161,17512,248.2052143,0.0,0.0
6853,60106,2019,INORGANICO,16483,3202,13281,687.9,0.0,0.0
6854,60106,2019,ORGANICO,16483,3202,13281,687.9,0.0,0.0
6855,60106,2020,INORGANICO,16666,3136,13530,673.7,0.0,0.0
6856,60106,2020,ORGANICO,16666,3136,13530,673.7,0.0,0.0
6857,60106,2021,INORGANICO,16751,3079,13672,706.41,0.0,0.0
6858,60106,2021,ORGANICO,16751,3079,13672,706.41,0.0,0.0
6859,60106,2022,INORGANICO,16813,3017,13796,700.51,0.0,0.0
6860,60106,2022,ORGANICO,16813,3017,13796,700.51,0.0,0.0
6861,60106,2023,INORGANICO,16858,3025,13833,394.33,0.0,0.0
6862,60106,2023,ORGANICO,16858,3025,13833,394.33,0.0,0.0
6863,60106,2024,INORGANICO,16893,3031,13862,395.11,0.0,0.0
6864,60106,2024,ORGANICO,16893,3031,13862,395.1125,0.0,0.0
6865,60107,2019,INORGANICO,6508,753,5755,165.0,0.0,0.0
6866,60107,2019,ORGANICO,6508,753,5755,165.0,0.0,0.0
6867,60107,2020,INORGANICO,6657,744,5913,163.09,0.0,0.0
6868,60107,2020,ORGANICO,6657,744,5913,163.09,0.0,0.0
6869,60107,2021,INORGANICO,6695,729,5966,167.25,0.0,0.0
6870,60107,2021,ORGANICO,6695,729,5966,167.25,0.0,0.0
6871,60107,2022,INORGANICO,6723,714,6009,165.78,0.0,0.0
6872,60107,2022,ORGANICO,6723,714,6009,165.78,0.0,0.0
6873,60107,2023,INORGANICO,6745,716,6029,165.4,0.0,0.0
6874,60107,2023,ORGANICO,6745,716,6029,165.4,0.0,0.0
6875,60107,2024,INORGANICO,6763,718,6045,168.47,0.0,0.0
6876,60107,2024,ORGANICO,6763,718,6045,168.4735714,0.0,0.0
6877,60108,2019,INORGANICO,51608,21275,30333,4992.0,83.029,1.6632
6878,60108,2019,ORGANICO,51608,21275,30333,4992.0,12.07,0.2418
6879,60108,2020,INORGANICO,53298,21466,31832,5036.84,32.38861,0.643
6880,60108,2020,ORGANICO,53298,21466,31832,5036.84,5.65,0.1122
6881,60108,2021,INORGANICO,54396,21529,32867,4939.37,116.892,2.3665
6882,60108,2021,ORGANICO,54396,21529,32867,4939.37,14.624,0.2961
6883,60108,2022,INORGANICO,55412,21548,33864,4943.73,122.12,2.4702
6884,60108,2022,ORGANICO,55412,21548,33864,4943.73,16.74,0.3386
6885,60108,2023,INORGANICO,56364,21918,34446,5028.62,111.23,2.2119
6886,60108,2023,ORGANICO,56364,21918,34446,5028.62,136.22,2.7089
6887,60108,2024,INORGANICO,57278,22274,35004,5807.15,198.05,3.4105
6888,60108,2024,ORGANICO,57278,22274,35004,5807.15,43.32,0.746
6889,60109,2019,INORGANICO,8851,2958,5893,601.53,0.0,0.0
6890,60109,2019,ORGANICO,8851,2958,5893,601.53,0.0,0.0
6891,60109,2020,INORGANICO,8809,2868,5941,583.23,0.0,0.0
6892,60109,2020,ORGANICO,8809,2868,5941,583.23,0.0,0.0
6893,60109,2021,INORGANICO,8770,2799,5971,554.6,0.0,0.0
6894,60109,2021,ORGANICO,8770,2799,5971,554.6,0.0,0.0
6895,60109,2022,INORGANICO,8722,2729,5993,540.73,0.0,0.0
6896,60109,2022,ORGANICO,8722,2729,5993,540.73,0.0,0.0
6897,60109,2023,INORGANICO,8668,2712,5956,537.36,0.0,0.0
6898,60109,2023,ORGANICO,8668,2712,5956,537.36,0.0,0.0
6899,60109,2024,INORGANICO,8611,2694,5917,533.8,0.0,0.0
6900,60109,2024,ORGANICO,8611,2694,5917,533.7968571,60.0,11.2402
6901,60110,2019,INORGANICO,3795,795,3000,181.43,0.0,0.0
6902,60110,2019,ORGANICO,3795,795,3000,181.43,0.0,0.0
6903,60110,2020,INORGANICO,3793,770,3023,175.38,0.0,0.0
6904,60110,2020,ORGANICO,3793,770,3023,175.38,0.0,0.0
6905,60110,2021,INORGANICO,3784,750,3034,172.07,0.0,0.0
6906,60110,2021,ORGANICO,3784,750,3034,172.07,0.0,0.0
6907,60110,2022,INORGANICO,3766,729,3037,169.27,0.0,0.0
6908,60110,2022,ORGANICO,3766,729,3037,169.27,0.0,0.0
6909,60110,2023,INORGANICO,3748,726,3022,167.71,0.0,0.0
6910,60110,2023,ORGANICO,3748,726,3022,167.71,0.0,0.0
6911,60110,2024,INORGANICO,3728,722,3006,169.41,0.0,0.0
6912,60110,2024,ORGANICO,3728,722,3006,169.4121429,0.0,0.0
6913,60111,2019,INORGANICO,10253,1759,8494,1834.4,0.0,0.0
6914,60111,2019,ORGANICO,10253,1759,8494,1834.4,0.0,0.0
6915,60111,2020,INORGANICO,10308,1712,8596,1785.37,0.0,0.0
6916,60111,2020,ORGANICO,10308,1712,8596,1785.37,0.0,0.0
6917,60111,2021,INORGANICO,10364,1680,8684,341.64,0.0,0.0
6918,60111,2021,ORGANICO,10364,1680,8684,341.64,0.0,0.0
6919,60111,2022,INORGANICO,10406,1647,8759,334.93,0.0,0.0
6920,60111,2022,ORGANICO,10406,1647,8759,334.93,0.0,0.0
6921,60111,2023,INORGANICO,10437,1652,8785,335.95,0.0,0.0
6922,60111,2023,ORGANICO,10437,1652,8785,335.95,0.0,0.0
6923,60111,2024,INORGANICO,10463,1656,8807,414.47,0.0,0.0
6924,60111,2024,ORGANICO,10463,1656,8807,414.4731429,0.0,0.0
6925,60112,2019,INORGANICO,4560,989,3571,225.71,0.0,0.0
6926,60112,2019,ORGANICO,4560,989,3571,225.71,0.0,0.0
6927,60112,2020,INORGANICO,4532,953,3579,217.06,0.0,0.0
6928,60112,2020,ORGANICO,4532,953,3579,217.06,0.0,0.0
6929,60112,2021,INORGANICO,4510,927,3583,212.68,0.0,0.0
6930,60112,2021,ORGANICO,4510,927,3583,212.68,0.0,0.0
6931,60112,2022,INORGANICO,4485,902,3583,209.43,0.0,0.0
6932,60112,2022,ORGANICO,4485,902,3583,209.43,0.0,0.0
6933,60112,2023,INORGANICO,4455,896,3559,206.99,0.0,0.0
6934,60112,2023,ORGANICO,4455,896,3559,206.99,0.0,0.0
6935,60112,2024,INORGANICO,4425,890,3535,208.83,0.0,0.0
6936,60112,2024,ORGANICO,4425,890,3535,208.8321429,0.0,0.0
6937,60201,2019,INORGANICO,33715,19192,14523,4002.9,0.0,0.0
6938,60201,2019,ORGANICO,33715,19192,14523,4002.9,49.908,1.2468
6939,60201,2020,INORGANICO,34231,19229,15002,4110.89,0.0,0.0
6940,60201,2020,ORGANICO,34231,19229,15002,4110.89,33.12,0.8057
6941,60201,2021,INORGANICO,34538,19193,15345,5404.2,0.0,0.0
6942,60201,2021,ORGANICO,34538,19193,15345,5404.2,134.851,2.4953
6943,60201,2022,INORGANICO,34762,19115,15647,5382.24,0.0,0.0
6944,60201,2022,ORGANICO,34762,19115,15647,5382.24,144.41000000000005,2.6831
6945,60201,2023,INORGANICO,34929,19207,15722,5007.54,0.0,0.0
6946,60201,2023,ORGANICO,34929,19207,15722,5007.54,314.9,6.2885
6947,60201,2024,INORGANICO,35063,19281,15782,5026.83,0.0,0.0
6948,60201,2024,ORGANICO,35063,19281,15782,5026.832143,372.89,7.418
6949,60202,2019,INORGANICO,25479,944,24535,206.91,0.0,0.0
6950,60202,2019,ORGANICO,25479,944,24535,206.91,0.0,0.0
6951,60202,2020,INORGANICO,25575,920,24655,139.12,0.0,0.0
6952,60202,2020,ORGANICO,25575,920,24655,139.12,0.0,0.0
6953,60202,2021,INORGANICO,25589,899,24690,135.94,0.0,0.0
6954,60202,2021,ORGANICO,25589,899,24690,135.94,0.0,0.0
6955,60202,2022,INORGANICO,25599,880,24719,133.07,0.0,0.0
6956,60202,2022,ORGANICO,25599,880,24719,133.07,0.0,0.0
6957,60202,2023,INORGANICO,25606,880,24726,133.07,0.0,0.0
6958,60202,2023,ORGANICO,25606,880,24726,133.07,0.0,0.0
6959,60202,2024,INORGANICO,25611,880,24731,133.07,0.0,0.0
6960,60202,2024,ORGANICO,25611,880,24731,133.0685714,0.0,0.0
6961,60203,2019,INORGANICO,15143,1249,13894,261.81,0.0,0.0
6962,60203,2019,ORGANICO,15143,1249,13894,261.81,0.0,0.0
6963,60203,2020,INORGANICO,15319,1228,14091,269.19,0.0,0.0
6964,60203,2020,ORGANICO,15319,1228,14091,269.19,0.0,0.0
6965,60203,2021,INORGANICO,15434,1210,14224,277.61,0.0,0.0
6966,60203,2021,ORGANICO,15434,1210,14224,277.61,0.0,0.0
6967,60203,2022,INORGANICO,15519,1190,14329,310.25,0.0,0.0
6968,60203,2022,ORGANICO,15519,1190,14329,310.25,0.0,0.0
6969,60203,2023,INORGANICO,15583,1195,14388,311.55,0.0,0.0
6970,60203,2023,ORGANICO,15583,1195,14388,311.55,0.0,0.0
6971,60203,2024,INORGANICO,15637,1199,14438,237.57,0.0,0.0
6972,60203,2024,ORGANICO,15637,1199,14438,237.5732857,0.0,0.0
6973,60204,2019,INORGANICO,8097,2454,5643,524.63,0.0,0.0
6974,60204,2019,ORGANICO,8097,2454,5643,524.63,0.0,0.0
6975,60204,2020,INORGANICO,8042,2386,5656,522.53,0.0,0.0
6976,60204,2020,ORGANICO,8042,2386,5656,522.53,0.0,0.0
6977,60204,2021,INORGANICO,7955,2319,5636,507.86,0.0,0.0
6978,60204,2021,ORGANICO,7955,2319,5636,507.86,0.0,0.0
6979,60204,2022,INORGANICO,7867,2256,5611,494.06,0.0,0.0
6980,60204,2022,ORGANICO,7867,2256,5611,494.06,0.0,0.0
6981,60204,2023,INORGANICO,7778,2230,5548,488.37,0.0,0.0
6982,60204,2023,ORGANICO,7778,2230,5548,488.37,0.0,0.0
6983,60204,2024,INORGANICO,7687,2204,5483,482.68,0.0,0.0
6984,60204,2024,ORGANICO,7687,2204,5483,482.676,0.0,0.0
6985,60301,2019,INORGANICO,28761,20212,8549,4531.82,0.0,0.0
6986,60301,2019,ORGANICO,28761,20212,8549,4531.82,40.93,0.9032
6987,60301,2020,INORGANICO,29097,20132,8965,4513.88,0.0,0.0
6988,60301,2020,ORGANICO,29097,20132,8965,4513.88,38.89,0.8616
6989,60301,2021,INORGANICO,29442,20071,9371,6279.36,0.0,0.0
6990,60301,2021,ORGANICO,29442,20071,9371,6279.36,85.085,1.355
6991,60301,2022,INORGANICO,29695,19935,9760,6236.81,0.0,0.0
6992,60301,2022,ORGANICO,29695,19935,9760,6236.81,60.34,0.9675
6993,60301,2023,INORGANICO,29886,20063,9823,6276.85,0.0,0.0
6994,60301,2023,ORGANICO,29886,20063,9823,6276.85,120.0,1.9118
6995,60301,2024,INORGANICO,30049,20173,9876,6311.27,0.0,0.0
6996,60301,2024,ORGANICO,30049,20173,9876,6311.267143,173.12,2.743
6997,60302,2019,INORGANICO,2732,185,2547,42.22,0.0,0.0
6998,60302,2019,ORGANICO,2732,185,2547,42.22,0.0,0.0
6999,60302,2020,INORGANICO,2699,175,2524,39.86,0.0,0.0
7000,60302,2020,ORGANICO,2699,175,2524,39.86,0.0,0.0
7001,60302,2021,INORGANICO,2667,165,2502,37.86,0.0,0.0
7002,60302,2021,ORGANICO,2667,165,2502,37.86,0.0,0.0
7003,60302,2022,INORGANICO,2626,155,2471,35.99,0.0,0.0
7004,60302,2022,ORGANICO,2626,155,2471,35.99,0.0,0.0
7005,60302,2023,INORGANICO,2580,152,2428,35.11,0.0,0.0
7006,60302,2023,ORGANICO,2580,152,2428,35.11,0.0,0.0
7007,60302,2024,INORGANICO,2531,149,2382,34.96,0.0,0.0
7008,60302,2024,ORGANICO,2531,149,2382,34.96178571,0.0,0.0
7009,60303,2019,INORGANICO,7406,478,6928,109.09,0.0,0.0
7010,60303,2019,ORGANICO,7406,478,6928,109.09,0.0,0.0
7011,60303,2020,INORGANICO,7343,452,6891,102.95,0.0,0.0
7012,60303,2020,ORGANICO,7343,452,6891,102.95,0.0,0.0
7013,60303,2021,INORGANICO,7282,429,6853,98.42,0.0,0.0
7014,60303,2021,ORGANICO,7282,429,6853,98.42,0.0,0.0
7015,60303,2022,INORGANICO,7197,405,6792,94.04,0.0,0.0
7016,60303,2022,ORGANICO,7197,405,6792,94.04,0.0,0.0
7017,60303,2023,INORGANICO,7095,399,6696,92.17,0.0,0.0
7018,60303,2023,ORGANICO,7095,399,6696,92.17,0.0,0.0
7019,60303,2024,INORGANICO,6984,393,6591,86.07,0.0,0.0
7020,60303,2024,ORGANICO,6984,393,6591,86.067,0.0,0.0
7021,60304,2019,INORGANICO,11069,1203,9866,263.68,0.0,0.0
7022,60304,2019,ORGANICO,11069,1203,9866,263.68,0.0,0.0
7023,60304,2020,INORGANICO,10885,1128,9757,276.44,0.0,0.0
7024,60304,2020,ORGANICO,10885,1128,9757,276.44,0.0,0.0
7025,60304,2021,INORGANICO,10703,1065,9638,261.0,0.0,0.0
7026,60304,2021,ORGANICO,10703,1065,9638,261.0,0.0,0.0
7027,60304,2022,INORGANICO,10485,999,9486,218.78,0.0,0.0
7028,60304,2022,ORGANICO,10485,999,9486,218.78,0.0,0.0
7029,60304,2023,INORGANICO,10241,976,9265,213.74,0.0,0.0
7030,60304,2023,ORGANICO,10241,976,9265,213.74,0.0,0.0
7031,60304,2024,INORGANICO,9982,951,9031,208.27,0.0,0.0
7032,60304,2024,ORGANICO,9982,951,9031,208.269,0.0,0.0
7033,60305,2019,INORGANICO,468,192,276,43.82,0.0,0.0
7034,60305,2019,ORGANICO,468,192,276,43.82,0.0,0.0
7035,60305,2020,INORGANICO,461,184,277,41.91,0.0,0.0
7036,60305,2020,ORGANICO,461,184,277,41.91,0.0,0.0
7037,60305,2021,INORGANICO,455,176,279,40.38,0.0,0.0
7038,60305,2021,ORGANICO,455,176,279,40.38,0.0,0.0
7039,60305,2022,INORGANICO,447,168,279,39.01,0.0,0.0
7040,60305,2022,ORGANICO,447,168,279,39.01,0.0,0.0
7041,60305,2023,INORGANICO,438,165,273,32.69,0.0,0.0
7042,60305,2023,ORGANICO,438,165,273,32.69,0.0,0.0
7043,60305,2024,INORGANICO,429,161,268,31.9,0.0,0.0
7044,60305,2024,ORGANICO,429,161,268,31.901,0.0,0.0
7045,60306,2019,INORGANICO,2762,385,2377,87.86,0.0,0.0
7046,60306,2019,ORGANICO,2762,385,2377,87.86,0.0,0.0
7047,60306,2020,INORGANICO,2751,367,2384,83.59,0.0,0.0
7048,60306,2020,ORGANICO,2751,367,2384,83.59,0.0,0.0
7049,60306,2021,INORGANICO,2740,350,2390,80.3,0.0,0.0
7050,60306,2021,ORGANICO,2740,350,2390,80.3,0.0,0.0
7051,60306,2022,INORGANICO,2720,334,2386,77.55,0.0,0.0
7052,60306,2022,ORGANICO,2720,334,2386,77.55,0.0,0.0
7053,60306,2023,INORGANICO,2693,331,2362,76.46,0.0,0.0
7054,60306,2023,ORGANICO,2693,331,2362,76.46,0.0,0.0
7055,60306,2024,INORGANICO,2662,327,2335,34.1,0.0,0.0
7056,60306,2024,ORGANICO,2662,327,2335,34.10142857,0.0,0.0
7057,60307,2019,INORGANICO,3993,346,3647,78.96,0.0,0.0
7058,60307,2019,ORGANICO,3993,346,3647,78.96,0.0,0.0
7059,60307,2020,INORGANICO,3922,324,3598,73.79,0.0,0.0
7060,60307,2020,ORGANICO,3922,324,3598,73.79,0.0,0.0
7061,60307,2021,INORGANICO,3853,304,3549,69.75,0.0,0.0
7062,60307,2021,ORGANICO,3853,304,3549,69.75,0.0,0.0
7063,60307,2022,INORGANICO,3771,286,3485,66.41,0.0,0.0
7064,60307,2022,ORGANICO,3771,286,3485,66.41,0.0,0.0
7065,60307,2023,INORGANICO,3681,279,3402,64.45,0.0,0.0
7066,60307,2023,ORGANICO,3681,279,3402,64.45,0.0,0.0
7067,60307,2024,INORGANICO,3586,272,3314,63.82,0.0,0.0
7068,60307,2024,ORGANICO,3586,272,3314,63.82285714,0.0,0.0
7069,60308,2019,INORGANICO,5874,590,5284,134.65,0.0,0.0
7070,60308,2019,ORGANICO,5874,590,5284,134.65,0.0,0.0
7071,60308,2020,INORGANICO,5824,558,5266,127.09,0.0,0.0
7072,60308,2020,ORGANICO,5824,558,5266,127.09,0.0,0.0
7073,60308,2021,INORGANICO,5776,530,5246,80.14,0.0,0.0
7074,60308,2021,ORGANICO,5776,530,5246,80.14,0.0,0.0
7075,60308,2022,INORGANICO,5710,502,5208,75.91,0.0,0.0
7076,60308,2022,ORGANICO,5710,502,5208,75.91,0.0,0.0
7077,60308,2023,INORGANICO,5632,495,5137,74.85,0.0,0.0
7078,60308,2023,ORGANICO,5632,495,5137,74.85,0.0,0.0
7079,60308,2024,INORGANICO,5548,488,5060,73.79,0.0,0.0
7080,60308,2024,ORGANICO,5548,488,5060,73.79257143,0.0,0.0
7081,60309,2019,INORGANICO,7683,657,7026,181.57,0.0,0.0
7082,60309,2019,ORGANICO,7683,657,7026,181.57,0.0,0.0
7083,60309,2020,INORGANICO,7514,613,6901,169.41,0.0,0.0
7084,60309,2020,ORGANICO,7514,613,6901,169.41,0.0,0.0
7085,60309,2021,INORGANICO,7348,575,6773,131.92,0.0,0.0
7086,60309,2021,ORGANICO,7348,575,6773,131.92,0.0,0.0
7087,60309,2022,INORGANICO,7158,535,6623,156.22,0.0,0.0
7088,60309,2022,ORGANICO,7158,535,6623,156.22,0.0,0.0
7089,60309,2023,INORGANICO,6953,520,6433,151.84,0.0,0.0
7090,60309,2023,ORGANICO,6953,520,6433,151.84,31.840000000000003,20.9694
7091,60309,2024,INORGANICO,6738,504,6234,147.17,0.0,0.0
7092,60309,2024,ORGANICO,6738,504,6234,147.168,17.03,11.5718
7093,60310,2019,INORGANICO,5491,1071,4420,244.42,0.0,0.0
7094,60310,2019,ORGANICO,5491,1071,4420,244.42,0.0,0.0
7095,60310,2020,INORGANICO,5455,1021,4434,232.54,0.0,0.0
7096,60310,2020,ORGANICO,5455,1021,4434,232.54,0.0,0.0
7097,60310,2021,INORGANICO,5419,976,4443,223.92,0.0,0.0
7098,60310,2021,ORGANICO,5419,976,4443,223.92,0.0,0.0
7099,60310,2022,INORGANICO,5364,929,4435,215.7,0.0,0.0
7100,60310,2022,ORGANICO,5364,929,4435,215.7,0.0,0.0
7101,60310,2023,INORGANICO,5296,917,4379,211.84,0.0,0.0
7102,60310,2023,ORGANICO,5296,917,4379,211.84,0.0,0.0
7103,60310,2024,INORGANICO,5220,904,4316,212.12,0.0,0.0
7104,60310,2024,ORGANICO,5220,904,4316,212.1171429,0.0,0.0
7105,60311,2019,INORGANICO,1097,59,1038,13.46,0.0,0.0
7106,60311,2019,ORGANICO,1097,59,1038,13.46,0.0,0.0
7107,60311,2020,INORGANICO,1081,55,1026,12.53,0.0,0.0
7108,60311,2020,ORGANICO,1081,55,1026,12.53,0.0,0.0
7109,60311,2021,INORGANICO,1067,52,1015,11.93,0.0,0.0
7110,60311,2021,ORGANICO,1067,52,1015,11.93,0.0,0.0
7111,60311,2022,INORGANICO,1052,49,1003,11.38,0.0,0.0
7112,60311,2022,ORGANICO,1052,49,1003,11.38,0.0,0.0
7113,60311,2023,INORGANICO,1036,48,988,11.09,0.0,0.0
7114,60311,2023,ORGANICO,1036,48,988,11.09,0.0,0.0
7115,60311,2024,INORGANICO,1021,48,973,11.26,0.0,0.0
7116,60311,2024,ORGANICO,1021,48,973,11.26285714,0.0,0.0
7117,60312,2019,INORGANICO,6946,927,6019,246.52,0.0,0.0
7118,60312,2019,ORGANICO,6946,927,6019,246.52,0.0,0.0
7119,60312,2020,INORGANICO,6884,878,6006,233.49,0.0,0.0
7120,60312,2020,ORGANICO,6884,878,6006,233.49,0.0,0.0
7121,60312,2021,INORGANICO,6823,836,5987,191.8,0.0,0.0
7122,60312,2021,ORGANICO,6823,836,5987,191.8,0.0,0.0
7123,60312,2022,INORGANICO,6740,792,5948,183.89,0.0,0.0
7124,60312,2022,ORGANICO,6740,792,5948,183.89,0.0,0.0
7125,60312,2023,INORGANICO,6641,780,5861,180.19,0.0,0.0
7126,60312,2023,ORGANICO,6641,780,5861,180.19,0.0,0.0
7127,60312,2024,INORGANICO,6533,768,5765,180.21,0.0,0.0
7128,60312,2024,ORGANICO,6533,768,5765,180.2057143,0.0,0.0
7129,60401,2019,INORGANICO,50847,22951,27896,4547.58,4.166,0.0916
7130,60401,2019,ORGANICO,50847,22951,27896,4547.58,16.259999999999998,0.3576
7131,60401,2020,INORGANICO,51231,22808,28423,4519.24,10.891,0.241
7132,60401,2020,ORGANICO,51231,22808,28423,4519.24,18.49,0.4091
7133,60401,2021,INORGANICO,51686,22729,28957,4503.59,54.414,1.2082
7134,60401,2021,ORGANICO,51686,22729,28957,4503.59,94.5431,2.0993
7135,60401,2022,INORGANICO,52061,22609,29452,4479.81,50.74,1.1326
7136,60401,2022,ORGANICO,52061,22609,29452,4479.81,66.02,1.4737
7137,60401,2023,INORGANICO,52378,22747,29631,4507.16,34.54471,0.7664
7138,60401,2023,ORGANICO,52378,22747,29631,4507.16,130.72,2.9003
7139,60401,2024,INORGANICO,52658,22868,29790,6200.49,85.62,1.3809
7140,60401,2024,ORGANICO,52658,22868,29790,6200.494857,125.0,2.016
