id,ubigeo,anio,pob_total_inei,pob_urbana_inei,pob_rural_inei,generacion_per_capita_dom,generacion_dom_urbana_tdia,generacion_dom_urbana_tanio,generacion_mun_tanio,generacion_mun_tdia,generacion_per_capita_municipal,ratio_dom_vs_mun_pct
314,10511,2020,776,383,393,0.53,0.2,74.71,106.72,0.29,0.76,68.9655
315,10511,2021,764,373,391,0.51,0.19,70.0,100.0,0.27,0.73,70.3704
316,10511,2022,752,364,388,0.52,0.19,68.93,98.48,0.27,0.74,70.3704
317,10511,2023,738,357,381,0.53,0.19,69.49,99.28,0.27,0.76,70.3704
318,10511,2024,724,350,374,0.53,0.19,67.71,96.73,0.27,0.76,70.3704
319,10512,2019,3939,1637,2302,0.54,0.89,323.46,462.09,1.27,0.77,70.0787
320,10512,2020,3950,1623,2327,0.53,0.87,316.58,452.25,1.24,0.76,70.1613
321,10512,2021,3953,1607,2346,0.3,0.48,175.97,251.38,0.69,0.43,69.5652
322,10512,2022,3957,1591,2366,0.3,0.48,174.21,248.88,0.68,0.43,70.5882
323,10512,2023,3962,1593,2369,0.3,0.48,174.43,249.19,0.68,0.43,70.5882
324,10512,2024,3966,1595,2371,0.3,0.48,174.65,249.5,0.68,0.43,70.5882
325,10513,2019,3734,542,3192,0.54,0.29,107.1,152.99,0.42,0.77,69.0476
326,10513,2020,3712,531,3181,0.53,0.28,103.57,147.96,0.41,0.76,68.2927
327,10513,2021,3679,519,3160,0.51,0.27,97.4,139.14,0.38,0.73,71.0526
328,10513,2022,3641,504,3137,0.52,0.26,95.45,136.35,0.37,0.74,70.2703
329,10513,2023,3599,498,3101,0.53,0.27,96.94,138.49,0.38,0.76,71.0526
330,10513,2024,3554,492,3062,0.53,0.26,95.18,135.97,0.37,0.76,70.2703
331,10514,2019,5125,400,4725,0.44,0.18,63.9,91.29,0.25,0.63,72.0
332,10514,2020,5075,389,4686,0.44,0.17,62.02,88.6,0.24,0.62,70.8333
333,10514,2021,5012,379,4633,0.44,0.17,60.87,86.95,0.24,0.63,70.8333
334,10514,2022,4940,366,4574,0.45,0.16,59.49,84.98,0.23,0.64,69.5652
335,10514,2023,4862,360,4502,0.44,0.16,58.21,83.16,0.23,0.63,69.5652
336,10514,2024,4784,354,4430,0.45,0.16,58.14,83.06,0.23,0.64,69.5652
337,10515,2019,1399,269,1130,0.44,0.12,42.97,61.39,0.17,0.63,70.5882
338,10515,2020,1389,263,1126,0.44,0.11,41.93,59.9,0.16,0.62,68.75
339,10515,2021,1374,257,1117,0.44,0.11,41.27,58.96,0.16,0.63,68.75
340,10515,2022,1356,250,1106,0.45,0.11,40.63,58.05,0.16,0.64,68.75
341,10515,2023,1339,247,1092,0.44,0.11,39.94,57.06,0.16,0.63,68.75
342,10515,2024,1320,243,1077,0.45,0.11,39.91,57.02,0.16,0.64,68.75
343,10516,2019,563,448,115,0.29,0.13,47.52,67.89,0.19,0.42,68.4211
344,10516,2020,550,435,115,0.29,0.13,46.14,65.92,0.18,0.42,72.2222
345,10516,2021,535,422,113,0.29,0.12,44.76,63.95,0.18,0.42,66.6667
346,10516,2022,520,409,111,0.28,0.11,41.8,59.71,0.16,0.4,68.75
347,10516,2023,505,397,108,0.28,0.11,40.57,57.96,0.16,0.4,68.75
348,10516,2024,490,385,105,0.28,0.11,39.35,56.21,0.15,0.4,73.3333
349,10517,2019,739,381,358,0.44,0.17,60.87,86.95,0.24,0.63,70.8333
350,10517,2020,732,374,358,0.44,0.16,59.63,85.18,0.23,0.62,69.5652
351,10517,2021,722,365,357,0.44,0.16,58.62,83.74,0.23,0.63,69.5652
352,10517,2022,711,356,355,0.45,0.16,57.86,82.66,0.23,0.64,69.5652
353,10517,2023,699,350,349,0.44,0.16,56.6,80.85,0.22,0.63,72.7273
354,10517,2024,688,344,344,0.45,0.15,56.5,80.72,0.22,0.64,68.1818
355,10518,2019,645,212,433,0.42,0.09,32.53,46.47,0.13,0.6,69.2308
356,10518,2020,621,202,419,0.42,0.08,31.0,44.28,0.12,0.6,66.6667
357,10518,2021,597,192,405,0.44,0.08,30.84,44.05,0.12,0.63,66.6667
358,10518,2022,571,181,390,0.45,0.08,29.42,42.03,0.12,0.64,66.6667
359,10518,2023,547,173,374,0.44,0.08,27.98,39.97,0.11,0.63,72.7273
360,10518,2024,524,166,358,0.45,0.07,27.27,38.95,0.11,0.64,63.6364
361,10519,2019,445,71,374,0.54,0.04,14.03,20.04,0.05,0.77,80.0
362,10519,2020,434,68,366,0.53,0.04,13.26,18.95,0.05,0.76,80.0
363,10519,2021,423,65,358,0.51,0.03,12.2,17.43,0.05,0.73,60.0
364,10519,2022,411,62,349,0.52,0.03,11.74,16.77,0.05,0.74,60.0
365,10519,2023,399,60,339,0.53,0.03,11.68,16.69,0.05,0.76,60.0
366,10519,2024,388,59,329,0.53,0.03,11.41,16.31,0.04,0.76,75.0
367,10520,2019,2114,441,1673,0.44,0.19,70.45,100.64,0.28,0.63,67.8571
368,10520,2020,2145,441,1704,0.44,0.19,70.31,100.44,0.28,0.62,67.8571
369,10520,2021,2168,439,1729,0.44,0.19,70.5,100.72,0.28,0.63,67.8571
370,10520,2022,2189,437,1752,0.45,0.19,71.03,101.47,0.28,0.64,67.8571
371,10520,2023,2206,440,1766,0.44,0.19,71.15,101.65,0.28,0.63,67.8571
372,10520,2024,2222,444,1778,0.45,0.2,72.93,104.18,0.29,0.64,68.9655
373,10521,2019,3127,902,2225,0.54,0.49,178.23,254.61,0.7,0.77,70.0
374,10521,2020,3070,873,2197,0.53,0.47,170.28,243.26,0.67,0.76,70.1493
375,10521,2021,3004,843,2161,0.33,0.28,101.54,145.06,0.4,0.47,70.0
376,10521,2022,2935,813,2122,0.33,0.27,97.93,139.89,0.38,0.47,71.0526
377,10521,2023,2865,794,2071,0.33,0.26,95.64,136.62,0.37,0.47,70.2703
378,10521,2024,2793,774,2019,0.33,0.26,93.23,133.18,0.36,0.47,72.2222
379,10522,2019,1367,787,580,0.44,0.34,125.72,179.61,0.49,0.63,69.3878
380,10522,2020,1375,785,590,0.44,0.34,125.15,178.79,0.49,0.62,69.3878
381,10522,2021,1378,780,598,0.44,0.34,125.27,178.95,0.49,0.63,69.3878
382,10522,2022,1381,776,605,0.45,0.35,126.12,180.18,0.49,0.64,71.4286
383,10522,2023,1385,778,607,0.44,0.34,125.81,179.73,0.49,0.63,69.3878
384,10522,2024,1388,780,608,0.45,0.35,128.12,183.02,0.5,0.64,70.0
385,10523,2019,1449,898,551,0.42,0.38,137.78,196.83,0.54,0.6,70.3704
386,10523,2020,1457,897,560,0.42,0.38,137.64,196.63,0.54,0.6,70.3704
387,10523,2021,1458,892,566,0.38,0.34,123.72,176.74,0.48,0.54,70.8333
388,10523,2022,1459,886,573,0.38,0.34,122.89,175.55,0.48,0.54,70.8333
389,10523,2023,1461,887,574,0.39,0.35,126.26,180.38,0.49,0.56,71.4286
390,10523,2024,1463,888,575,0.39,0.35,126.41,180.58,0.49,0.56,71.4286
391,10601,2019,6399,5305,1094,0.46,2.44,890.71,1272.44,3.49,0.66,69.914
392,10601,2020,6499,5388,1111,0.46,2.48,904.65,1292.35,3.54,0.66,70.0565
393,10601,2021,6551,5426,1125,0.46,2.5,911.03,1301.46,3.57,0.66,70.028
394,10601,2022,6594,5457,1137,0.46,2.51,916.23,1308.9,3.59,0.66,69.9164
395,10601,2023,6629,5486,1143,0.46,2.52,921.1,1315.86,3.61,0.66,69.8061
396,10601,2024,6660,5512,1148,0.46,2.54,925.46,1322.09,3.62,0.66,70.1657
397,10602,2019,2799,71,2728,0.54,0.04,14.03,20.04,0.05,0.77,80.0
398,10602,2020,2877,73,2804,0.53,0.04,14.24,20.34,0.06,0.76,66.6667
399,10602,2021,2914,73,2841,0.51,0.04,13.7,19.57,0.05,0.73,80.0
400,10602,2022,2946,73,2873,0.52,0.04,13.82,19.75,0.05,0.74,80.0
401,10602,2023,2971,74,2897,0.53,0.04,14.4,20.58,0.06,0.76,66.6667
402,10602,2024,2996,74,2922,0.53,0.04,14.32,20.45,0.06,0.76,66.6667
403,10603,2019,633,550,83,0.47,0.26,93.82,134.04,0.37,0.67,70.2703
404,10603,2020,636,553,83,0.47,0.26,94.34,134.77,0.37,0.67,70.2703
405,10603,2021,638,554,84,0.46,0.25,93.02,132.88,0.36,0.66,69.4444
406,10603,2022,639,554,85,0.46,0.25,93.02,132.88,0.36,0.66,69.4444
407,10603,2023,640,555,85,0.46,0.26,93.18,133.12,0.36,0.66,72.2222
408,10603,2024,645,559,86,0.46,0.26,93.86,134.08,0.37,0.66,70.2703
409,10604,2019,2722,794,1928,0.54,0.43,156.89,224.13,0.61,0.77,70.4918
410,10604,2020,2664,777,1887,0.53,0.42,151.56,216.51,0.59,0.76,71.1864
411,10604,2021,2590,753,1837,0.51,0.39,141.31,201.88,0.55,0.73,70.9091
412,10604,2022,2515,727,1788,0.52,0.38,137.68,196.68,0.54,0.74,70.3704
413,10604,2023,2439,705,1734,0.53,0.38,137.24,196.05,0.54,0.76,70.3704
414,10604,2024,2363,683,1680,0.53,0.36,132.13,188.75,0.52,0.76,69.2308
415,10605,2019,2465,447,2018,0.54,0.24,88.32,126.18,0.35,0.77,68.5714
416,10605,2020,2431,441,1990,0.53,0.24,86.02,122.89,0.34,0.76,70.5882
417,10605,2021,2385,431,1954,0.51,0.22,80.88,115.55,0.32,0.73,68.75
418,10605,2022,2338,420,1918,0.52,0.22,79.54,113.63,0.31,0.74,70.9677
419,10605,2023,2290,411,1879,0.53,0.22,80.01,114.29,0.31,0.76,70.9677
420,10605,2024,2242,403,1839,0.53,0.21,77.96,111.37,0.31,0.76,67.7419
421,10606,2019,1691,905,786,0.54,0.49,178.82,255.46,0.7,0.77,70.0
422,10606,2020,1673,896,777,0.53,0.48,174.77,249.67,0.68,0.76,70.5882
423,10606,2021,1647,880,767,0.48,0.42,154.18,220.25,0.6,0.69,70.0
424,10606,2022,1621,864,757,0.48,0.41,151.37,216.25,0.59,0.69,69.4915
425,10606,2023,1594,850,744,0.48,0.41,148.92,212.74,0.58,0.69,70.6897
426,10606,2024,1567,835,732,0.48,0.4,146.29,208.99,0.57,0.69,70.1754
427,10607,2019,1566,1054,512,0.54,0.57,208.26,297.52,0.82,0.77,69.5122
428,10607,2020,1559,1049,510,0.53,0.56,204.61,292.31,0.8,0.76,70.0
429,10607,2021,1539,1035,504,0.51,0.53,194.23,277.48,0.76,0.73,69.7368
430,10607,2022,1519,1020,499,0.52,0.53,193.17,275.95,0.76,0.74,69.7368
431,10607,2023,1498,1006,492,0.53,0.54,195.83,279.76,0.77,0.76,70.1299
432,10607,2024,1477,992,485,0.53,0.53,191.9,274.15,0.75,0.76,70.6667
433,10608,2019,439,250,189,0.54,0.14,49.4,70.57,0.19,0.77,73.6842
434,10608,2020,419,238,181,0.53,0.13,46.42,66.32,0.18,0.76,72.2222
435,10608,2021,411,234,177,0.56,0.13,47.83,68.33,0.19,0.8,68.4211
436,10608,2022,405,229,176,0.52,0.12,43.46,62.09,0.17,0.74,70.5882
437,10608,2023,399,226,173,0.56,0.13,46.19,65.99,0.18,0.8,72.2222
438,10608,2024,393,222,171,0.56,0.12,45.38,64.82,0.18,0.8,66.6667
439,10609,2019,9830,615,9215,0.55,0.34,122.77,175.39,0.48,0.78,70.8333
440,10609,2020,10028,627,9401,0.55,0.34,125.16,178.8,0.49,0.78,69.3878
441,10609,2021,10127,630,9497,0.51,0.32,118.23,168.9,0.46,0.73,69.5652
442,10609,2022,10206,633,9573,0.58,0.37,134.01,191.44,0.52,0.83,71.1538
443,10609,2023,10275,637,9638,0.58,0.37,134.85,192.65,0.53,0.83,69.8113
444,10609,2024,10328,641,9687,0.58,0.37,135.7,193.86,0.53,0.83,69.8113
445,10610,2019,534,159,375,0.54,0.09,31.42,44.88,0.12,0.77,75.0
446,10610,2020,529,158,371,0.53,0.08,30.82,44.03,0.12,0.76,66.6667
447,10610,2021,527,157,370,0.51,0.08,29.46,42.09,0.12,0.73,66.6667
448,10610,2022,526,156,370,0.52,0.08,29.54,42.2,0.12,0.74,66.6667
449,10610,2023,525,156,369,0.53,0.08,30.37,43.38,0.12,0.76,66.6667
450,10610,2024,524,155,369,0.53,0.08,29.98,42.84,0.12,0.76,66.6667
451,10611,2019,290,66,224,0.54,0.04,13.04,18.63,0.05,0.77,80.0
452,10611,2020,288,65,223,0.53,0.03,12.68,18.11,0.05,0.76,60.0
453,10611,2021,289,65,224,0.51,0.03,12.2,17.43,0.05,0.73,60.0
454,10611,2022,286,64,222,0.52,0.03,12.12,17.31,0.05,0.74,60.0
455,10611,2023,285,64,221,0.53,0.03,12.46,17.8,0.05,0.76,60.0
456,10611,2024,284,64,220,0.53,0.03,12.38,17.69,0.05,0.76,60.0
457,10612,2019,3754,415,3339,0.54,0.22,82.0,117.15,0.32,0.77,68.75
458,10612,2020,4048,448,3600,0.53,0.24,87.39,124.84,0.34,0.76,70.5882
459,10612,2021,4277,471,3806,0.51,0.24,88.39,126.27,0.35,0.73,68.5714
460,10612,2022,4504,493,4011,0.52,0.26,93.36,133.38,0.37,0.74,70.2703
461,10612,2023,4729,518,4211,0.53,0.28,100.83,144.05,0.39,0.76,71.7949
462,10612,2024,4955,542,4413,0.53,0.29,104.85,149.79,0.41,0.76,70.7317
463,10701,2019,57076,39646,17430,0.69,27.27,9953.3,14219.0,38.96,0.98,69.9949
464,10701,2020,57746,39856,17890,0.69,27.41,10006.02,14294.31,39.16,0.98,69.9949
465,10701,2021,58380,40044,18336,0.55,22.02,8038.83,11484.05,31.46,0.79,69.9936
466,10701,2022,58947,40172,18775,0.55,22.09,8064.53,11520.76,31.56,0.79,69.9937
467,10701,2023,59466,40526,18940,0.55,22.29,8135.59,11622.28,31.84,0.79,70.0063
468,10701,2024,59952,40857,19095,0.55,22.47,8202.04,11717.2,32.1,0.79,70.0
469,10702,2019,24794,8262,16532,0.52,4.3,1568.13,2240.18,6.14,0.74,70.0326
470,10702,2020,24525,8059,16466,0.52,4.19,1529.6,2185.14,5.99,0.74,69.9499
471,10702,2021,24236,7858,16378,0.52,4.09,1491.45,2130.64,5.84,0.74,70.0342
472,10702,2022,23916,7649,16267,0.52,3.98,1451.78,2073.97,5.68,0.74,70.0704
473,10702,2023,23574,7540,16034,0.53,4.0,1458.61,2083.73,5.71,0.76,70.0525
474,10702,2024,23221,7427,15794,0.53,3.94,1436.75,2052.5,5.62,0.76,70.1068
475,10703,2019,8819,3243,5576,0.44,1.42,518.07,740.11,2.03,0.63,69.9507
476,10703,2020,8760,3179,5581,0.44,1.39,506.83,724.05,1.98,0.62,70.202
477,10703,2021,8695,3116,5579,0.44,1.37,500.43,714.9,1.96,0.63,69.898
478,10703,2022,8620,3049,5571,0.58,1.77,645.47,922.1,2.53,0.83,69.9605
479,10703,2023,8536,3019,5517,0.59,1.78,650.14,928.77,2.54,0.84,70.0787
480,10703,2024,8449,2989,5460,0.59,1.76,643.68,919.54,2.52,0.84,69.8413
481,10704,2019,6471,3101,3370,0.44,1.36,495.39,707.7,1.94,0.63,70.1031
482,10704,2020,6503,3082,3421,0.44,1.35,491.37,701.96,1.92,0.62,70.3125
483,10704,2021,6531,3064,3467,0.44,1.35,492.08,702.97,1.93,0.63,69.9482
484,10704,2022,6551,3040,3511,0.45,1.35,494.1,705.85,1.93,0.64,69.9482
485,10704,2023,6564,3046,3518,0.44,1.35,492.56,703.66,1.93,0.63,69.9482
486,10704,2024,6576,3052,3524,0.45,1.37,501.29,716.13,1.96,0.64,69.898
487,10705,2019,7269,1370,5899,0.52,0.71,260.03,371.47,1.02,0.74,69.6078
488,10705,2020,7215,1336,5879,0.56,0.75,273.08,390.11,1.07,0.8,70.0935
489,10705,2021,7156,1303,5853,0.56,0.73,266.33,380.48,1.04,0.8,70.1923
490,10705,2022,7087,1270,5817,0.56,0.71,259.59,370.84,1.02,0.8,69.6078
491,10705,2023,7012,1257,5755,0.56,0.7,256.93,367.04,1.01,0.8,69.3069
492,10705,2024,6934,1243,5691,0.56,0.7,254.07,362.96,0.99,0.8,70.7071
493,10706,2019,11182,4047,7135,0.51,2.06,753.35,1076.21,2.95,0.73,69.8305
494,10706,2020,11300,4036,7264,0.51,2.06,751.3,1073.29,2.94,0.73,70.068
495,10706,2021,11412,4023,7389,0.69,2.78,1013.19,1447.42,3.97,0.99,70.0252
496,10706,2022,11509,4005,7504,0.69,2.76,1008.66,1440.94,3.95,0.99,69.8734
497,10706,2023,11598,4036,7562,0.69,2.78,1016.47,1452.1,3.98,0.99,69.8492
498,10706,2024,11681,4065,7616,0.69,2.8,1023.77,1462.53,4.01,0.99,69.8254
499,10707,2019,3242,585,2657,0.44,0.26,93.45,133.51,0.37,0.63,70.2703
500,10707,2020,3245,575,2670,0.44,0.25,91.67,130.96,0.36,0.62,69.4444
501,10707,2021,3247,566,2681,0.44,0.25,90.9,129.86,0.36,0.63,69.4444
502,10707,2022,3249,558,2691,0.45,0.25,90.69,129.56,0.35,0.64,71.4286
503,10707,2023,3252,559,2693,0.44,0.25,90.39,129.14,0.35,0.63,71.4286
504,10707,2024,3255,559,2696,0.45,0.25,91.82,131.17,0.36,0.64,69.4444
505,20101,2019,67418,61229,6189,0.77,47.15,17208.41,24583.44,67.35,1.1,70.0074
506,20101,2020,68466,61927,6539,0.77,47.68,17404.58,24863.69,68.12,1.1,69.9941
507,20101,2021,69249,62393,6856,0.8,49.91,18218.76,26026.79,71.31,1.14,69.9902
508,20101,2022,69882,62721,7161,0.7,43.9,16025.22,22893.17,62.72,1.0,69.9936
509,20101,2023,70410,63195,7215,0.7,44.24,16146.32,23066.18,63.2,1.0,70.0
510,20101,2024,70876,63613,7263,0.69,43.89,16020.93,22887.05,62.7,0.99,70.0
511,20102,2019,1723,450,1273,0.44,0.2,71.89,102.7,0.28,0.63,71.4286
512,20102,2020,1698,429,1269,0.44,0.19,68.4,97.71,0.27,0.62,70.3704
513,20102,2021,1682,413,1269,0.44,0.18,66.33,94.75,0.26,0.63,69.2308
514,20102,2022,1669,397,1272,0.45,0.18,64.53,92.18,0.25,0.64,72.0
515,20102,2023,1658,394,1264,0.44,0.17,63.71,91.02,0.25,0.63,68.0
516,20102,2024,1648,392,1256,0.45,0.18,64.39,91.98,0.25,0.64,72.0
517,20103,2019,293,125,168,0.44,0.05,19.97,28.53,0.08,0.63,62.5
518,20103,2020,274,114,160,0.44,0.05,18.18,25.96,0.07,0.62,71.4286
519,20103,2021,262,107,155,0.44,0.05,17.18,24.55,0.07,0.63,71.4286
520,20103,2022,252,100,152,0.45,0.04,16.25,23.22,0.06,0.64,66.6667
521,20103,2023,245,97,148,0.78,0.08,27.62,39.45,0.11,1.11,72.7273
522,20103,2024,239,95,144,0.3,0.03,10.4,14.86,0.04,0.43,75.0
523,20104,2019,1689,288,1401,0.44,0.13,46.01,65.73,0.18,0.63,72.2222
524,20104,2020,1652,271,1381,0.44,0.12,43.21,61.72,0.17,0.62,70.5882
525,20104,2021,1627,258,1369,0.44,0.11,41.43,59.19,0.16,0.63,68.75
526,20104,2022,1608,247,1361,0.45,0.11,40.15,57.35,0.16,0.64,68.75
527,20104,2023,1593,245,1348,0.44,0.11,39.62,56.6,0.16,0.63,68.75
528,20104,2024,1580,243,1337,0.45,0.11,39.91,57.02,0.16,0.64,68.75
529,20105,2019,84931,70935,13996,0.63,44.69,16311.5,23302.15,63.84,0.9,70.0031
530,20105,2020,87112,72228,14884,0.63,45.5,16608.83,23726.9,65.01,0.9,69.9892
531,20105,2021,88989,73273,15716,0.63,46.16,16849.13,24070.18,65.95,0.9,69.9924
532,20105,2022,90711,74178,16533,0.63,46.73,17057.23,24367.47,66.76,0.9,69.997
533,20105,2023,92336,75507,16829,0.69,52.1,19016.44,27166.34,74.43,0.99,69.9987
534,20105,2024,93922,76804,17118,0.69,52.99,19343.09,27632.98,75.71,0.99,69.9908
535,20106,2019,5138,2645,2493,0.32,0.85,308.94,441.34,1.21,0.46,70.2479
536,20106,2020,5206,2623,2583,0.32,0.84,306.37,437.67,1.2,0.46,70.0
537,20106,2021,5254,2594,2660,0.32,0.83,302.98,432.83,1.19,0.46,69.7479
538,20106,2022,5292,2562,2730,0.32,0.82,299.24,427.49,1.17,0.46,70.0855
539,20106,2023,5320,2576,2744,0.32,0.82,300.88,429.82,1.18,0.46,69.4915
540,20106,2024,5344,2587,2757,0.32,0.83,302.16,431.66,1.18,0.46,70.339
541,20107,2019,1122,285,837,0.44,0.12,45.53,65.04,0.18,0.63,66.6667
542,20107,2020,1110,273,837,0.44,0.12,43.52,62.18,0.17,0.62,70.5882
543,20107,2021,1102,263,839,0.44,0.12,42.24,60.34,0.17,0.63,70.5882
544,20107,2022,1095,254,841,0.45,0.11,41.28,58.98,0.16,0.64,68.75
545,20107,2023,1090,253,837,0.44,0.11,40.91,58.45,0.16,0.63,68.75
546,20107,2024,1084,251,833,0.45,0.11,41.23,58.9,0.16,0.64,68.75
547,20108,2019,2514,1244,1270,0.44,0.54,198.73,283.9,0.78,0.63,69.2308
548,20108,2020,2507,1214,1293,0.44,0.53,193.55,276.5,0.76,0.62,69.7368
549,20108,2021,2503,1187,1316,0.43,0.51,186.3,266.14,0.73,0.61,69.863
550,20108,2022,2498,1161,1337,0.43,0.5,182.22,260.31,0.71,0.61,70.4225
551,20108,2023,2493,1159,1334,0.43,0.5,181.91,259.86,0.71,0.61,70.4225
552,20108,2024,2487,1156,1331,0.43,0.5,181.43,259.19,0.71,0.61,70.4225
553,20109,2019,1020,335,685,0.44,0.15,53.52,76.45,0.21,0.63,71.4286
554,20109,2020,998,318,680,0.22,0.07,25.54,36.48,0.1,0.31,70.0
555,20109,2021,984,306,678,0.2,0.06,22.34,31.91,0.09,0.29,66.6667
556,20109,2022,973,294,679,0.2,0.06,21.46,30.66,0.08,0.29,75.0
557,20109,2023,964,291,673,0.2,0.06,21.24,30.35,0.08,0.29,75.0
558,20109,2024,956,289,667,0.2,0.06,21.1,30.14,0.08,0.29,75.0
559,20110,2019,5163,1344,3819,0.42,0.56,206.21,294.58,0.81,0.6,69.1358
560,20110,2020,5235,1319,3916,0.42,0.55,202.4,289.14,0.79,0.6,69.6203
561,20110,2021,5287,1293,3994,0.44,0.57,207.66,296.65,0.81,0.63,70.3704
562,20110,2022,5328,1266,4062,0.45,0.56,205.77,293.95,0.81,0.64,69.1358
563,20110,2023,5361,1274,4087,0.44,0.56,206.02,294.31,0.81,0.63,69.1358
564,20110,2024,5391,1281,4110,0.45,0.58,210.4,300.58,0.82,0.64,70.7317
565,20111,2019,3518,1155,2363,0.44,0.51,184.51,263.59,0.72,0.63,70.8333
566,20111,2020,3489,1112,2377,0.44,0.49,177.29,253.27,0.69,0.62,71.0145
567,20111,2021,3472,1077,2395,0.44,0.47,172.97,247.09,0.68,0.63,69.1176
568,20111,2022,3456,1044,2412,0.45,0.46,169.68,242.4,0.66,0.64,69.697
569,20111,2023,3442,1040,2402,0.44,0.46,168.18,240.25,0.66,0.63,69.697
570,20111,2024,3428,1036,2392,0.45,0.47,170.16,243.09,0.67,0.64,70.1493
571,20112,2019,7337,2007,5330,0.25,0.5,183.14,261.63,0.72,0.36,69.4444
572,20112,2020,7529,1995,5534,0.25,0.5,182.04,260.06,0.71,0.36,70.4225
573,20112,2021,7695,1980,5715,0.44,0.87,317.99,454.27,1.24,0.63,70.1613
574,20112,2022,7848,1962,5886,0.45,0.87,318.89,455.55,1.25,0.64,69.6
575,20112,2023,7992,1998,5994,0.44,0.89,323.09,461.56,1.26,0.63,70.6349
576,20112,2024,8133,2033,6100,0.45,0.91,333.92,477.03,1.31,0.64,69.4656
577,20201,2019,2175,1064,1111,0.38,0.4,147.19,210.27,0.58,0.54,68.9655
578,20201,2020,2182,1045,1137,0.67,0.7,255.55,365.08,1.0,0.96,70.0
579,20201,2021,2186,1027,1159,0.67,0.69,251.15,358.79,0.98,0.96,70.4082
580,20201,2022,2184,1005,1179,0.67,0.67,245.77,351.1,0.96,0.96,69.7917
581,20201,2023,2178,1002,1176,0.55,0.55,201.15,287.36,0.79,0.79,69.6203
582,20201,2024,2169,998,1171,0.55,0.55,200.35,286.21,0.78,0.79,70.5128
583,20202,2019,1683,393,1290,0.44,0.17,62.78,89.69,0.25,0.63,68.0
584,20202,2020,1649,373,1276,0.44,0.16,59.47,84.95,0.23,0.62,69.5652
585,20202,2021,1594,351,1243,0.44,0.15,56.37,80.53,0.22,0.63,68.1818
586,20202,2022,1538,328,1210,0.45,0.15,53.31,76.16,0.21,0.64,71.4286
587,20202,2023,1480,316,1164,0.44,0.14,51.1,73.0,0.2,0.63,70.0
588,20202,2024,1424,304,1120,0.45,0.14,49.93,71.33,0.2,0.64,70.0
589,20203,2019,371,212,159,0.42,0.09,32.53,46.47,0.13,0.6,69.2308
590,20203,2020,358,202,156,0.42,0.08,31.0,44.28,0.12,0.6,66.6667
591,20203,2021,342,189,153,0.44,0.08,30.35,43.36,0.12,0.63,66.6667
592,20203,2022,327,179,148,0.45,0.08,29.09,41.56,0.11,0.64,72.7273
593,20203,2023,312,171,141,0.44,0.08,27.65,39.5,0.11,0.63,72.7273
594,20203,2024,296,162,134,0.45,0.07,26.61,38.01,0.1,0.64,70.0
595,20204,2019,1573,257,1316,0.44,0.11,41.06,58.65,0.16,0.63,68.75
596,20204,2020,1517,240,1277,0.44,0.1,38.26,54.66,0.15,0.62,66.6667
597,20204,2021,1468,224,1244,0.44,0.1,35.97,51.39,0.14,0.63,71.4286
598,20204,2022,1418,210,1208,0.45,0.09,34.13,48.76,0.13,0.64,69.2308
599,20204,2023,1366,202,1164,0.44,0.09,32.67,46.66,0.13,0.63,69.2308
600,20204,2024,1315,195,1120,0.45,0.09,32.03,45.76,0.13,0.64,69.2308
601,20205,2019,739,297,442,0.44,0.13,47.45,67.78,0.19,0.63,68.4211
602,20205,2020,727,286,441,0.44,0.12,45.6,65.14,0.18,0.62,66.6667
603,20205,2021,715,275,440,0.44,0.12,44.17,63.09,0.17,0.63,70.5882
604,20205,2022,703,264,439,0.45,0.12,42.91,61.3,0.17,0.64,70.5882
605,20205,2023,688,258,430,0.44,0.11,41.72,59.6,0.16,0.63,68.75
606,20205,2024,674,253,421,0.45,0.11,41.56,59.36,0.16,0.64,68.75
607,20301,2019,3446,1847,1599,0.35,0.65,235.95,337.08,0.92,0.5,70.6522
608,20301,2020,3413,1802,1611,0.39,0.7,256.51,366.45,1.0,0.56,70.0
609,20301,2021,3373,1756,1617,0.39,0.68,249.97,357.1,0.98,0.56,69.3878
610,20301,2022,3325,1708,1617,0.39,0.67,243.13,347.33,0.95,0.56,70.5263
611,20301,2023,3272,1681,1591,0.42,0.71,257.7,368.14,1.01,0.6,70.297
612,20301,2024,3216,1652,1564,0.42,0.69,253.25,361.79,0.99,0.6,69.697
613,20302,2019,1988,798,1190,0.44,0.35,127.48,182.12,0.5,0.63,70.0
614,20302,2020,1958,771,1187,0.44,0.34,122.92,175.6,0.48,0.62,70.8333
615,20302,2021,1914,740,1174,0.44,0.33,118.84,169.78,0.47,0.63,70.2128
616,20302,2022,1863,708,1155,0.45,0.32,115.07,164.39,0.45,0.64,71.1111
617,20302,2023,1809,687,1122,0.44,0.3,111.09,158.71,0.43,0.63,69.7674
618,20302,2024,1752,666,1086,0.45,0.3,109.39,156.27,0.43,0.64,69.7674
619,20303,2019,1385,434,951,0.44,0.19,69.33,99.05,0.27,0.63,70.3704
620,20303,2020,1346,413,933,0.44,0.18,65.85,94.06,0.26,0.62,69.2308
621,20303,2021,1314,394,920,0.44,0.17,63.28,90.39,0.25,0.63,68.0
622,20303,2022,1283,377,906,0.45,0.17,61.27,87.53,0.24,0.64,70.8333
623,20303,2023,1254,368,886,0.44,0.16,59.51,85.01,0.23,0.63,69.5652
